ID,Link,Movie_Name,Ratings,Movie_category,Film_Actor,Release_Date,Duration,Original_Language,Companies,Description,Box Office,Certificate (MPAA),Directors,Writing_Credits,Tags
411,https://www.imdb.com/title/tt1745960/?ref_=sr_t_439,Phi Công Siêu Đẳng Maverick,82%,"['Action Epic', 'Epic', 'Action', 'Drama']","['Tom Cruise', 'Jennifer Connelly', 'Miles Teller', 'Val Kilmer', 'Bashir Salahuddin', 'Jon Hamm', 'Charles Parnell', 'Monica Barbaro', 'Lewis Pullman', 'Jay Ellis', 'Danny Ramirez', 'Glen Powell', 'Jack Schumacher', 'Manny Jacinto', 'Kara Wang', 'Greg Tarzan Davis', 'Jake Picking', 'Raymond Lee']","May 27, 2022",2 hours 10 minutes,English,"['Paramount Pictures', 'Skydance Media', 'Jerry Bruckheimer Films']","['The', 'story', 'involves', 'Maverick', 'confronting', 'his', 'past', 'while', 'training', 'a', 'group', 'of', 'younger', 'Top', 'Gun', 'graduates,', 'including', 'the', 'son', 'of', 'his', 'deceased', 'best', 'friend,', 'for', 'a', 'dangerous', 'mission.']","$1,495,696,292",C13,['Joseph Kosinski'],"['Jim Cash', 'Jack Epps Jr.', 'Peter Craig', 'Justin Marks', 'Ehren Kruger', 'Eric Warren Singer', 'Christopher McQuarrie']","['Action Epic', 'Epic', 'Action', 'Drama', 'Tom Cruise', 'Jennifer Connelly', 'Miles Teller', 'Val Kilmer', 'Bashir Salahuddin', 'Jon Hamm', 'Charles Parnell', 'Monica Barbaro', 'Lewis Pullman', 'Jay Ellis', 'Danny Ramirez', 'Glen Powell', 'Jack Schumacher', 'Manny Jacinto', 'Kara Wang', 'Greg Tarzan Davis', 'Jake Picking', 'Raymond Lee', 'Paramount Pictures', 'Skydance Media', 'Jerry Bruckheimer Films', 'The', 'story', 'involves', 'Maverick', 'confronting', 'his', 'past', 'while', 'training', 'a', 'group', 'of', 'younger', 'Top', 'Gun', 'graduates,', 'including', 'the', 'son', 'of', 'his', 'deceased', 'best', 'friend,', 'for', 'a', 'dangerous', 'mission.', 'Joseph Kosinski', 'Jim Cash', 'Jack Epps Jr.', 'Peter Craig', 'Justin Marks', 'Ehren Kruger', 'Eric Warren Singer', 'Christopher McQuarrie']"
413,https://www.imdb.com/title/tt2906216/?ref_=sr_t_441,Ngục Tối & Rồng: Danh Dự Của Kẻ Trộm,72%,"['Quest', 'Sword & Sorcery', 'Action', 'Adventure', 'Comedy', 'Fantasy']","['Chris Pine', 'Michelle Rodriguez', 'Regé-Jean Page', 'Justice Smith', 'Sophia Lillis', 'Hugh Grant', 'Chloe Coleman', 'Daisy Head', 'Kyle Hixon', 'Spencer Wilding', 'Will Irvine', 'Nicholas Blane', 'Bryan Larkin', 'Sarah Amankwah', 'Colin Carnegie', 'Georgia Landers', 'Sophia Nell Huntley', 'Clayton Grover']","Mar 30, 2023",2 hours 14 minutes,English,"['Paramount Pictures', 'Entertainment One', 'Allspark Pictures']","['A', 'charming', 'thief', 'and', 'a', 'band', 'of', 'unlikely', 'adventurers', 'embark', 'on', 'an', 'epic', 'quest', 'to', 'retrieve', 'a', 'lost', 'relic,', 'but', 'things', 'go', 'dangerously', 'awry', 'when', 'they', 'run', 'afoul', 'of', 'the', 'wrong', 'people.']","$205,187,763",C13,"['John Francis Daley', 'Jonathan Goldstein']","['Jonathan Goldstein', 'John Francis Daley', 'Michael Gilio', 'Chris McKay', 'Michael Gilio']","['Quest', 'Sword & Sorcery', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Chris Pine', 'Michelle Rodriguez', 'Regé-Jean Page', 'Justice Smith', 'Sophia Lillis', 'Hugh Grant', 'Chloe Coleman', 'Daisy Head', 'Kyle Hixon', 'Spencer Wilding', 'Will Irvine', 'Nicholas Blane', 'Bryan Larkin', 'Sarah Amankwah', 'Colin Carnegie', 'Georgia Landers', 'Sophia Nell Huntley', 'Clayton Grover', 'Paramount Pictures', 'Entertainment One', 'Allspark Pictures', 'A', 'charming', 'thief', 'and', 'a', 'band', 'of', 'unlikely', 'adventurers', 'embark', 'on', 'an', 'epic', 'quest', 'to', 'retrieve', 'a', 'lost', 'relic,', 'but', 'things', 'go', 'dangerously', 'awry', 'when', 'they', 'run', 'afoul', 'of', 'the', 'wrong', 'people.', 'John Francis Daley', 'Jonathan Goldstein', 'Jonathan Goldstein', 'John Francis Daley', 'Michael Gilio', 'Chris McKay', 'Michael Gilio']"
414,https://www.imdb.com/title/tt0325980/?ref_=sr_t_442,Cướp Biển Vùng Caribê: Lời Nguyền Của Tàu Ngọc Trai Đen,81%,"['Sea Adventure', 'Supernatural Fantasy', 'Swashbuckler', 'Sword & Sandal', 'Action', 'Adventure', 'Fantasy']","['Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom', 'Keira Knightley', 'Jack Davenport', 'Jonathan Pryce', 'Lee Arenberg', 'Mackenzie Crook', ""Damian O'Hare"", 'Giles New', 'Angus Barnett', 'David Bailie', 'Michael Berry Jr.', 'Isaac C. Singleton Jr.', 'Kevin McNally', 'Treva Etienne', 'Zoe Saldana', 'Guy Siner']","Jul 09, 2003",2 hours 23 minutes,English,"['Walt Disney Pictures', 'Jerry Bruckheimer Films']","['Blacksmith', 'Will', 'Turner', 'teams', 'up', 'with', 'eccentric', 'pirate', '""Captain""', 'Jack', 'Sparrow', 'to', 'save', 'Elizabeth', 'Swann,', 'the', ""governor's"", 'daughter', 'and', 'his', 'love,', 'from', ""Jack's"", 'former', 'pirate', 'allies,', 'who', 'are', 'now', 'undead.']","$654,264,546",P,['Gore Verbinski'],"['Ted Elliott', 'Terry Rossio', 'Stuart Beattie', 'Jay Wolpert', 'Ted Elliott', 'Terry Rossio']","['Sea Adventure', 'Supernatural Fantasy', 'Swashbuckler', 'Sword & Sandal', 'Action', 'Adventure', 'Fantasy', 'Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom', 'Keira Knightley', 'Jack Davenport', 'Jonathan Pryce', 'Lee Arenberg', 'Mackenzie Crook', ""Damian O'Hare"", 'Giles New', 'Angus Barnett', 'David Bailie', 'Michael Berry Jr.', 'Isaac C. Singleton Jr.', 'Kevin McNally', 'Treva Etienne', 'Zoe Saldana', 'Guy Siner', 'Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Blacksmith', 'Will', 'Turner', 'teams', 'up', 'with', 'eccentric', 'pirate', '""Captain""', 'Jack', 'Sparrow', 'to', 'save', 'Elizabeth', 'Swann,', 'the', ""governor's"", 'daughter', 'and', 'his', 'love,', 'from', ""Jack's"", 'former', 'pirate', 'allies,', 'who', 'are', 'now', 'undead.', 'Gore Verbinski', 'Ted Elliott', 'Terry Rossio', 'Stuart Beattie', 'Jay Wolpert', 'Ted Elliott', 'Terry Rossio']"
415,https://www.imdb.com/title/tt0119217/?ref_=sr_t_443,Chàng Will Tốt Bụng,83%,"['Coming-of-Age', 'Psychological Drama', 'Drama', 'Romance']","['Robin Williams', 'Matt Damon', 'Ben Affleck', 'Stellan Skarsgård', 'John Mighton', 'Rachel Majorowski', 'Colleen McCauley', 'Casey Affleck', 'Cole Hauser', 'Matt Mercier', 'Ralph St. George', 'Rob Lynds', 'Dan Washington', 'Alison Folland', 'Derrick Bridgeman', 'Vik Sahay', 'Shannon Egleson', 'Rob Lyons']","Jan 09, 1998",2 hours 6 minutes,English,"['Miramax', 'Lawrence Bender Productions', 'Be Gentlemen Limited Partnership']","['Will', 'Hunting,', 'a', 'janitor', 'at', 'MIT,', 'has', 'a', 'gift', 'for', 'mathematics,', 'but', 'needs', 'help', 'from', 'a', 'psychologist', 'to', 'find', 'direction', 'in', 'his', 'life.']","$225,933,435",R,['Gus Van Sant'],"['Matt Damon', 'Ben Affleck']","['Coming-of-Age', 'Psychological Drama', 'Drama', 'Romance', 'Robin Williams', 'Matt Damon', 'Ben Affleck', 'Stellan Skarsgård', 'John Mighton', 'Rachel Majorowski', 'Colleen McCauley', 'Casey Affleck', 'Cole Hauser', 'Matt Mercier', 'Ralph St. George', 'Rob Lynds', 'Dan Washington', 'Alison Folland', 'Derrick Bridgeman', 'Vik Sahay', 'Shannon Egleson', 'Rob Lyons', 'Miramax', 'Lawrence Bender Productions', 'Be Gentlemen Limited Partnership', 'Will', 'Hunting,', 'a', 'janitor', 'at', 'MIT,', 'has', 'a', 'gift', 'for', 'mathematics,', 'but', 'needs', 'help', 'from', 'a', 'psychologist', 'to', 'find', 'direction', 'in', 'his', 'life.', 'Gus Van Sant', 'Matt Damon', 'Ben Affleck']"
420,https://www.imdb.com/title/tt0387808/?ref_=sr_t_449,Sự Trớ Trêu Của Tiến Hóa,65%,"['Dark Comedy', 'Dystopian Sci-Fi', 'High-Concept Comedy', 'Satire', 'Adventure', 'Comedy', 'Sci-Fi', 'Thriller']","['Luke Wilson', 'Maya Rudolph', 'Dax Shepard', 'Terry Crews', ""Anthony 'Citric' Campos"", 'David Herman', 'Sonny Castillo', 'Kevin McAfee', 'Robert Musgrave', 'Michael McCafferty', 'Christopher Ryan', 'Justin Long', 'Heath Jones', 'Eli Muñoz', 'Patrick Fischler', 'Darlene Hunt', 'Ryan Ransdell', 'Melissa Sweet']","Jan 25, 2007",1 hour 24 minutes,English,"['Twentieth Century Fox', 'Ternion Pictures', 'Major Studio Partners']","['Corporal', 'Joe', 'Bauers,', 'a', 'decidedly', 'average', 'American,', 'is', 'selected', 'for', 'a', 'top-secret', 'hibernation', 'program', 'but', 'is', 'forgotten', 'and', 'left', 'to', 'awaken', 'to', 'a', 'future', 'so', 'incredibly', 'moronic', 'that', ""he's"", 'easily', 'the', 'most', 'intelligent', 'person', 'alive.']","$495,652",R,['Mike Judge'],"['Mike Judge', 'Mike Judge', 'Etan Cohen']","['Dark Comedy', 'Dystopian Sci-Fi', 'High-Concept Comedy', 'Satire', 'Adventure', 'Comedy', 'Sci-Fi', 'Thriller', 'Luke Wilson', 'Maya Rudolph', 'Dax Shepard', 'Terry Crews', ""Anthony 'Citric' Campos"", 'David Herman', 'Sonny Castillo', 'Kevin McAfee', 'Robert Musgrave', 'Michael McCafferty', 'Christopher Ryan', 'Justin Long', 'Heath Jones', 'Eli Muñoz', 'Patrick Fischler', 'Darlene Hunt', 'Ryan Ransdell', 'Melissa Sweet', 'Twentieth Century Fox', 'Ternion Pictures', 'Major Studio Partners', 'Corporal', 'Joe', 'Bauers,', 'a', 'decidedly', 'average', 'American,', 'is', 'selected', 'for', 'a', 'top-secret', 'hibernation', 'program', 'but', 'is', 'forgotten', 'and', 'left', 'to', 'awaken', 'to', 'a', 'future', 'so', 'incredibly', 'moronic', 'that', ""he's"", 'easily', 'the', 'most', 'intelligent', 'person', 'alive.', 'Mike Judge', 'Mike Judge', 'Mike Judge', 'Etan Cohen']"
421,https://www.imdb.com/title/tt0437086/?ref_=sr_t_450,Alita: Thiên Thần Chiến Binh,73%,"['Cyberpunk', 'Dystopian Sci-Fi', 'Quest', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']","['Rosa Salazar', 'Christoph Waltz', 'Jennifer Connelly', 'Mahershala Ali', 'Ed Skrein', 'Jackie Earle Haley', 'Keean Johnson', 'Jorge Lendeborg Jr.', 'Lana Condor', 'Idara Victor', 'Jeff Fahey', 'Eiza González', 'Derek Mears', 'Leonard Wu', 'Racer Rodriguez', 'Marko Zaror', 'Rick Yune', 'Hugo Perez']","Feb 14, 2019",2 hours 2 minutes,English,"['Twentieth Century Fox', 'Lightstorm Entertainment', 'Troublemaker Studios']","['A', 'deactivated', ""cyborg's"", 'revived,', 'but', ""can't"", 'remember', 'anything', 'of', 'her', 'past', 'and', 'goes', 'on', 'a', 'quest', 'to', 'find', 'out', 'who', 'she', 'is.']","$404,980,543",C16,['Robert Rodriguez'],"['James Cameron', 'Laeta Kalogridis', 'Yukito Kishiro']","['Cyberpunk', 'Dystopian Sci-Fi', 'Quest', 'Action', 'Adventure', 'Sci-Fi', 'Thriller', 'Rosa Salazar', 'Christoph Waltz', 'Jennifer Connelly', 'Mahershala Ali', 'Ed Skrein', 'Jackie Earle Haley', 'Keean Johnson', 'Jorge Lendeborg Jr.', 'Lana Condor', 'Idara Victor', 'Jeff Fahey', 'Eiza González', 'Derek Mears', 'Leonard Wu', 'Racer Rodriguez', 'Marko Zaror', 'Rick Yune', 'Hugo Perez', 'Twentieth Century Fox', 'Lightstorm Entertainment', 'Troublemaker Studios', 'A', 'deactivated', ""cyborg's"", 'revived,', 'but', ""can't"", 'remember', 'anything', 'of', 'her', 'past', 'and', 'goes', 'on', 'a', 'quest', 'to', 'find', 'out', 'who', 'she', 'is.', 'Robert Rodriguez', 'James Cameron', 'Laeta Kalogridis', 'Yukito Kishiro']"
425,https://www.imdb.com/title/tt0096061/?ref_=sr_t_454,Scrooged,69%,"['Dark Comedy', 'Dark Fantasy', 'Holiday Comedy', 'Supernatural Fantasy', 'Comedy', 'Drama', 'Fantasy', 'Holiday', 'Romance']","['Bill Murray', 'Karen Allen', 'John Forsythe', 'John Glover', 'Bobcat Goldthwait', 'David Johansen', 'Carol Kane', 'Robert Mitchum', 'Nicholas Phillips', 'Michael J. Pollard', 'Alfre Woodard', 'Mabel King', 'John Murray', 'Jamie Farr', 'Robert Goulet', 'Buddy Hackett', 'John Houseman', 'Lee Majors']","Nov 23, 1988",1 hour 41 minutes,English,"['Paramount Pictures', 'Mirage Productions', 'Mirage Enterprises']","['A', 'selfish,', 'cynical', 'television', 'executive', 'is', 'haunted', 'by', 'three', 'spirits', 'bearing', 'lessons', 'on', 'Christmas', 'Eve.']","$60,329,560",PG-13,['Richard Donner'],"['Mitch Glazer', ""Michael O'Donoghue"", 'Charles Dickens']","['Dark Comedy', 'Dark Fantasy', 'Holiday Comedy', 'Supernatural Fantasy', 'Comedy', 'Drama', 'Fantasy', 'Holiday', 'Romance', 'Bill Murray', 'Karen Allen', 'John Forsythe', 'John Glover', 'Bobcat Goldthwait', 'David Johansen', 'Carol Kane', 'Robert Mitchum', 'Nicholas Phillips', 'Michael J. Pollard', 'Alfre Woodard', 'Mabel King', 'John Murray', 'Jamie Farr', 'Robert Goulet', 'Buddy Hackett', 'John Houseman', 'Lee Majors', 'Paramount Pictures', 'Mirage Productions', 'Mirage Enterprises', 'A', 'selfish,', 'cynical', 'television', 'executive', 'is', 'haunted', 'by', 'three', 'spirits', 'bearing', 'lessons', 'on', 'Christmas', 'Eve.', 'Richard Donner', 'Mitch Glazer', ""Michael O'Donoghue"", 'Charles Dickens']"
428,https://www.imdb.com/title/tt1485796/?ref_=sr_t_457,Bậc Thầy Của Những Ước Mơ,75%,"['Pop Musical', 'Biography', 'Drama', 'Musical']","['Hugh Jackman', 'Michelle Williams', 'Zac Efron', 'Zendaya', 'Rebecca Ferguson', 'Austyn Johnson', 'Cameron Seely', 'Keala Settle', 'Sam Humphrey', 'Yahya Abdul-Mateen II', 'Eric Anderson', 'Ellis Rubin', 'Skylar Dunn', 'Daniel Everidge', 'Radu Spinghel', 'Yusaku Komori', 'Danial Son', 'Paul Sparks']","Dec 29, 2017",1 hour 45 minutes,English,"['Twentieth Century Fox', 'TSG Entertainment', 'Laurence Mark Productions']","['Celebrates', 'the', 'birth', 'of', 'show', 'business', 'and', 'tells', 'of', 'a', 'visionary', 'who', 'rose', 'from', 'nothing', 'to', 'create', 'a', 'spectacle', 'that', 'became', 'a', 'worldwide', 'sensation.']","$469,064,959",P,['Michael Gracey'],"['Jenny Bicks', 'Bill Condon', 'Jenny Bicks']","['Pop Musical', 'Biography', 'Drama', 'Musical', 'Hugh Jackman', 'Michelle Williams', 'Zac Efron', 'Zendaya', 'Rebecca Ferguson', 'Austyn Johnson', 'Cameron Seely', 'Keala Settle', 'Sam Humphrey', 'Yahya Abdul-Mateen II', 'Eric Anderson', 'Ellis Rubin', 'Skylar Dunn', 'Daniel Everidge', 'Radu Spinghel', 'Yusaku Komori', 'Danial Son', 'Paul Sparks', 'Twentieth Century Fox', 'TSG Entertainment', 'Laurence Mark Productions', 'Celebrates', 'the', 'birth', 'of', 'show', 'business', 'and', 'tells', 'of', 'a', 'visionary', 'who', 'rose', 'from', 'nothing', 'to', 'create', 'a', 'spectacle', 'that', 'became', 'a', 'worldwide', 'sensation.', 'Michael Gracey', 'Jenny Bicks', 'Bill Condon', 'Jenny Bicks']"
431,https://www.imdb.com/title/tt6751668/?ref_=sr_t_461,Ký Sinh Trùng,85%,"['Dark Comedy', 'Korean Drama', 'Psychological Thriller', 'Tragedy', 'Drama', 'Thriller']","['Song Kang-ho', 'Lee Sun-kyun', 'Cho Yeo-jeong', 'Choi Woo-sik', 'Park So-dam', 'Lee Jeong-eun', 'Jang Hye-jin', 'Park Myeong-hoon', 'Jung Ji-so', 'Jung Hyun-jun', 'Park Keun-rok', 'Jung Yi-seo', 'Jo Jae-myeong', 'Jung Ik-han', 'Kim Kyu-baek', 'Hwang In-kyung', 'Ahn Seong-bong', 'Kim Jin-hyung']","Jun 21, 2019",2 hours 12 minutes,Korean,"['CJ Entertainment', 'Barunson E&A']","['Greed', 'and', 'class', 'discrimination', 'threaten', 'the', 'newly', 'formed', 'symbiotic', 'relationship', 'between', 'the', 'wealthy', 'Park', 'family', 'and', 'the', 'destitute', 'Kim', 'clan.']","$262,129,969",C18,['Bong Joon Ho'],"['Bong Joon Ho', 'Bong Joon Ho', 'Han Jin-won']","['Dark Comedy', 'Korean Drama', 'Psychological Thriller', 'Tragedy', 'Drama', 'Thriller', 'Song Kang-ho', 'Lee Sun-kyun', 'Cho Yeo-jeong', 'Choi Woo-sik', 'Park So-dam', 'Lee Jeong-eun', 'Jang Hye-jin', 'Park Myeong-hoon', 'Jung Ji-so', 'Jung Hyun-jun', 'Park Keun-rok', 'Jung Yi-seo', 'Jo Jae-myeong', 'Jung Ik-han', 'Kim Kyu-baek', 'Hwang In-kyung', 'Ahn Seong-bong', 'Kim Jin-hyung', 'CJ Entertainment', 'Barunson E&A', 'Greed', 'and', 'class', 'discrimination', 'threaten', 'the', 'newly', 'formed', 'symbiotic', 'relationship', 'between', 'the', 'wealthy', 'Park', 'family', 'and', 'the', 'destitute', 'Kim', 'clan.', 'Bong Joon Ho', 'Bong Joon Ho', 'Bong Joon Ho', 'Han Jin-won']"
433,https://www.imdb.com/title/tt12003946/?ref_=sr_t_463,Đêm Hung Tàn,67%,"['Dark Comedy', 'Holiday Comedy', 'One-Person Army Action', 'Action', 'Comedy', 'Holiday', 'Thriller']","['David Harbour', 'John Leguizamo', ""Beverly D'Angelo"", 'Alex Hassell', 'Alexis Louder', 'Edi Patterson', 'Cam Gigandet', 'Leah Brady', 'André Eriksen', 'Brendan Fletcher', 'Mike Dopud', 'Alexander Elliot', 'Mitra Suri', 'Can Aydin', 'Phong Giang', 'Finn McCager', 'Rawleigh Clements-Willis', 'Stephanie Sy']","Dec 02, 2022",1 hour 52 minutes,English,"['87North', 'Québec Production Services Tax Credit', 'Universal Pictures']","['When', 'an', 'elite', 'team', 'of', 'mercenaries', 'breaks', 'into', 'a', 'family', 'compound', 'on', 'Christmas', 'Eve,', 'a', 'disgruntled', 'Santa', 'Claus', 'must', 'take', 'them', 'out', 'to', 'save', 'both', 'the', 'hostages', 'and', 'his', 'Holiday.']","$76,004,405",R,['Tommy Wirkola'],"['Pat Casey', 'Josh Miller']","['Dark Comedy', 'Holiday Comedy', 'One-Person Army Action', 'Action', 'Comedy', 'Holiday', 'Thriller', 'David Harbour', 'John Leguizamo', ""Beverly D'Angelo"", 'Alex Hassell', 'Alexis Louder', 'Edi Patterson', 'Cam Gigandet', 'Leah Brady', 'André Eriksen', 'Brendan Fletcher', 'Mike Dopud', 'Alexander Elliot', 'Mitra Suri', 'Can Aydin', 'Phong Giang', 'Finn McCager', 'Rawleigh Clements-Willis', 'Stephanie Sy', '87North', 'Québec Production Services Tax Credit', 'Universal Pictures', 'When', 'an', 'elite', 'team', 'of', 'mercenaries', 'breaks', 'into', 'a', 'family', 'compound', 'on', 'Christmas', 'Eve,', 'a', 'disgruntled', 'Santa', 'Claus', 'must', 'take', 'them', 'out', 'to', 'save', 'both', 'the', 'hostages', 'and', 'his', 'Holiday.', 'Tommy Wirkola', 'Pat Casey', 'Josh Miller']"
435,https://www.imdb.com/title/tt4919268/?ref_=sr_t_465,Những Gã Trai Hư: Chơi Hay Bị Xơi,66%,"['Action Epic', 'Buddy Comedy', 'Buddy Cop', 'Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']","['Will Smith', 'Martin Lawrence', 'Vanessa Hudgens', 'Alexander Ludwig', 'Paola Núñez', 'Eric Dane', 'Ioan Gruffudd', 'Jacob Scipio', 'Melanie Liburd', 'Tasha Smith', 'Rhea Seehorn', 'Tiffany Haddish', 'Joe Pantoliano', 'DJ Khaled', 'John Salley', 'Bianca Bethune', 'Dennis Greene', 'Quinn Hemphill']","Jun 07, 2024",1 hour 55 minutes,English,"['Columbia Pictures', 'Jerry Bruckheimer Films', 'Westbrook Studios']","['When', 'their', 'late', 'police', 'captain', 'gets', 'linked', 'to', 'drug', 'cartels,', 'wisecracking', 'Miami', 'cops', 'Mike', 'Lowrey', 'and', 'Marcus', 'Burnett', 'embark', 'on', 'a', 'dangerous', 'mission', 'to', 'clear', 'his', 'name.']","$404,522,671",T18,"['Adil El Arbi', 'Bilall Fallah']","['Chris Bremner', 'Will Beall', 'George Gallo']","['Action Epic', 'Buddy Comedy', 'Buddy Cop', 'Action', 'Adventure', 'Comedy', 'Crime', 'Thriller', 'Will Smith', 'Martin Lawrence', 'Vanessa Hudgens', 'Alexander Ludwig', 'Paola Núñez', 'Eric Dane', 'Ioan Gruffudd', 'Jacob Scipio', 'Melanie Liburd', 'Tasha Smith', 'Rhea Seehorn', 'Tiffany Haddish', 'Joe Pantoliano', 'DJ Khaled', 'John Salley', 'Bianca Bethune', 'Dennis Greene', 'Quinn Hemphill', 'Columbia Pictures', 'Jerry Bruckheimer Films', 'Westbrook Studios', 'When', 'their', 'late', 'police', 'captain', 'gets', 'linked', 'to', 'drug', 'cartels,', 'wisecracking', 'Miami', 'cops', 'Mike', 'Lowrey', 'and', 'Marcus', 'Burnett', 'embark', 'on', 'a', 'dangerous', 'mission', 'to', 'clear', 'his', 'name.', 'Adil El Arbi', 'Bilall Fallah', 'Chris Bremner', 'Will Beall', 'George Gallo']"
436,https://www.imdb.com/title/tt0098554/?ref_=sr_t_466,Uncle Buck,71%,['Comedy'],"['John Candy', 'Macaulay Culkin', 'Jean Louisa Kelly', 'Gaby Hoffmann', 'Amy Madigan', 'Elaine Bromka', 'Garrett M. Brown', 'Laurie Metcalf', 'Jay Underwood', 'Brian Tarantina', 'Mike Starr', 'Suzanne Shepherd', 'William Windom', 'Dennis Cockrum', 'Joel Robinson', 'Colin Baumgartner', 'Erik Whipple', 'Mark Rosenthal']","Aug 16, 1989",1 hour 40 minutes,English,"['Universal Pictures', 'Hughes Entertainment']","['Laid', 'back', 'commitment-phobe', 'Buck', 'babysits', 'his', ""brother's"", 'rebellious', 'teenage', 'daughter', 'and', 'her', 'cute', 'younger', 'brother', 'and', 'sister.']","$79,258,538",PG,['John Hughes'],['John Hughes'],"['Comedy', 'John Candy', 'Macaulay Culkin', 'Jean Louisa Kelly', 'Gaby Hoffmann', 'Amy Madigan', 'Elaine Bromka', 'Garrett M. Brown', 'Laurie Metcalf', 'Jay Underwood', 'Brian Tarantina', 'Mike Starr', 'Suzanne Shepherd', 'William Windom', 'Dennis Cockrum', 'Joel Robinson', 'Colin Baumgartner', 'Erik Whipple', 'Mark Rosenthal', 'Universal Pictures', 'Hughes Entertainment', 'Laid', 'back', 'commitment-phobe', 'Buck', 'babysits', 'his', ""brother's"", 'rebellious', 'teenage', 'daughter', 'and', 'her', 'cute', 'younger', 'brother', 'and', 'sister.', 'John Hughes', 'John Hughes']"
441,https://www.imdb.com/title/tt2582802/?ref_=sr_t_471,Tay Trống Cự Phách,85%,"['Psychological Drama', 'Drama', 'Music']","['Miles Teller', 'J.K. Simmons', 'Melissa Benoist', 'Paul Reiser', 'Austin Stowell', 'Nate Lang', 'Chris Mulkey', 'Damon Gupton', 'Suanne Spoke', 'Max Kasch', 'Charlie Ian', 'Jayson Blair', 'Kofi Siriboe', 'Kavita Patil', 'C.J. Vana', 'Tarik Lowe', 'Tyler Kimball', 'Rogelio Douglas Jr.']","Oct 15, 2014",1 hour 46 minutes,English,"['Bold Films', 'Blumhouse Productions', 'Right of Way Films']","['A', 'promising', 'young', 'drummer', 'enrolls', 'at', 'a', 'cut-throat', 'music', 'conservatory', 'where', 'his', 'dreams', 'of', 'greatness', 'are', 'mentored', 'by', 'an', 'instructor', 'who', 'will', 'stop', 'at', 'nothing', 'to', 'realize', 'a', ""student's"", 'potential.']","$50,360,880",R,['Damien Chazelle'],['Damien Chazelle'],"['Psychological Drama', 'Drama', 'Music', 'Miles Teller', 'J.K. Simmons', 'Melissa Benoist', 'Paul Reiser', 'Austin Stowell', 'Nate Lang', 'Chris Mulkey', 'Damon Gupton', 'Suanne Spoke', 'Max Kasch', 'Charlie Ian', 'Jayson Blair', 'Kofi Siriboe', 'Kavita Patil', 'C.J. Vana', 'Tarik Lowe', 'Tyler Kimball', 'Rogelio Douglas Jr.', 'Bold Films', 'Blumhouse Productions', 'Right of Way Films', 'A', 'promising', 'young', 'drummer', 'enrolls', 'at', 'a', 'cut-throat', 'music', 'conservatory', 'where', 'his', 'dreams', 'of', 'greatness', 'are', 'mentored', 'by', 'an', 'instructor', 'who', 'will', 'stop', 'at', 'nothing', 'to', 'realize', 'a', ""student's"", 'potential.', 'Damien Chazelle', 'Damien Chazelle']"
442,https://www.imdb.com/title/tt0107290/?ref_=sr_t_472,Công Viên Kỷ Jura,82%,"['Dinosaur Adventure', 'Jungle Adventure', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']","['Sam Neill', 'Laura Dern', 'Jeff Goldblum', 'Richard Attenborough', 'Bob Peck', 'Martin Ferrero', 'BD Wong', 'Joseph Mazzello', 'Ariana Richards', 'Samuel L. Jackson', 'Wayne Knight', 'Gerald R. Molen', 'Miguel Sandoval', 'Cameron Thor', 'Christopher John Fields', 'Whit Hertford', 'Dean Cundey', 'Jophery C. Brown']","Jun 11, 1993",2 hours 7 minutes,English,"['Universal Pictures', 'Amblin Entertainment']","['An', 'industrialist', 'invites', 'some', 'experts', 'to', 'visit', 'his', 'theme', 'park', 'of', 'cloned', 'dinosaurs.', 'After', 'a', 'power', 'failure,', 'the', 'creatures', 'run', 'loose,', 'putting', ""everyone's"", 'lives,', 'including', 'his', ""grandchildren's,"", 'in', 'danger.']","$1,104,379,926",PG-13,['Steven Spielberg'],"['Michael Crichton', 'Michael Crichton', 'David Koepp']","['Dinosaur Adventure', 'Jungle Adventure', 'Action', 'Adventure', 'Sci-Fi', 'Thriller', 'Sam Neill', 'Laura Dern', 'Jeff Goldblum', 'Richard Attenborough', 'Bob Peck', 'Martin Ferrero', 'BD Wong', 'Joseph Mazzello', 'Ariana Richards', 'Samuel L. Jackson', 'Wayne Knight', 'Gerald R. Molen', 'Miguel Sandoval', 'Cameron Thor', 'Christopher John Fields', 'Whit Hertford', 'Dean Cundey', 'Jophery C. Brown', 'Universal Pictures', 'Amblin Entertainment', 'An', 'industrialist', 'invites', 'some', 'experts', 'to', 'visit', 'his', 'theme', 'park', 'of', 'cloned', 'dinosaurs.', 'After', 'a', 'power', 'failure,', 'the', 'creatures', 'run', 'loose,', 'putting', ""everyone's"", 'lives,', 'including', 'his', ""grandchildren's,"", 'in', 'danger.', 'Steven Spielberg', 'Michael Crichton', 'Michael Crichton', 'David Koepp']"
