ID,Link,Movie_Name,Ratings,Movie_category,Film_Actor,Release_Date,Duration,Original_Language,Companies,Description,Box Office,Certificate (MPAA),Directors,Writing_Credits,Tags
447,https://www.imdb.com/title/tt0133093/?ref_=sr_t_478,Ma Trận,87%,"['Action Epic', 'Artificial Intelligence', 'Cyberpunk', 'Dystopian Sci-Fi', 'Gun Fu', 'Martial Arts', 'Sci-Fi Epic', 'Action', 'Sci-Fi']","['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving', 'Gloria Foster', 'Joe Pantoliano', 'Marcus Chong', 'Julian Arahanga', 'Matt Doran', 'Belinda McClory', 'Anthony Ray Parker', 'Paul Goddard', 'Robert Taylor', 'David Aston', 'Marc Aden Gray', 'Ada Nicodemou', 'Deni Gordon', 'Rowan Witt']","Mar 31, 1999",2 hours 16 minutes,English,"['Warner Bros.', 'Village Roadshow Pictures', 'Groucho Film Partnership']","['When', 'a', 'beautiful', 'stranger', 'leads', 'computer', 'hacker', 'Neo', 'to', 'a', 'forbidding', 'underworld,', 'he', 'discovers', 'the', 'shocking', 'truth--the', 'life', 'he', 'knows', 'is', 'the', 'elaborate', 'deception', 'of', 'an', 'evil', 'cyber-intelligence.']","$467,840,449",C16,"['Lana Wachowski', 'Lilly Wachowski']","['Lilly Wachowski', 'Lana Wachowski']","['Action Epic', 'Artificial Intelligence', 'Cyberpunk', 'Dystopian Sci-Fi', 'Gun Fu', 'Martial Arts', 'Sci-Fi Epic', 'Action', 'Sci-Fi', 'Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving', 'Gloria Foster', 'Joe Pantoliano', 'Marcus Chong', 'Julian Arahanga', 'Matt Doran', 'Belinda McClory', 'Anthony Ray Parker', 'Paul Goddard', 'Robert Taylor', 'David Aston', 'Marc Aden Gray', 'Ada Nicodemou', 'Deni Gordon', 'Rowan Witt', 'Warner Bros.', 'Village Roadshow Pictures', 'Groucho Film Partnership', 'When', 'a', 'beautiful', 'stranger', 'leads', 'computer', 'hacker', 'Neo', 'to', 'a', 'forbidding', 'underworld,', 'he', 'discovers', 'the', 'shocking', 'truth--the', 'life', 'he', 'knows', 'is', 'the', 'elaborate', 'deception', 'of', 'an', 'evil', 'cyber-intelligence.', 'Lana Wachowski', 'Lilly Wachowski', 'Lilly Wachowski', 'Lana Wachowski']"
455,https://www.imdb.com/title/tt5537002/?ref_=sr_t_486,Vầng Trăng Máu,76%,"['Epic', 'Period Drama', 'Tragedy', 'True Crime', 'Western Epic', 'Crime', 'Drama', 'History', 'Mystery', 'Romance']","['Leonardo DiCaprio', 'Robert De Niro', 'Lily Gladstone', 'Jesse Plemons', 'Tantoo Cardinal', 'John Lithgow', 'Brendan Fraser', 'Cara Jade Myers', 'Janae Collins', 'Jillian Dion', 'Jason Isbell', 'William Belleau', 'Louis Cancelmi', 'Scott Shepherd', 'Everett Waller', 'Talee Redcorn', 'Yancey Red Corn', 'Tatanka Means']","Oct 20, 2023",3 hours 26 minutes,English,"['Apple Studios', 'Imperative Entertainment', 'Sikelia Productions']","['When', 'oil', 'is', 'discovered', 'in', '1920s', 'Oklahoma', 'under', 'Osage', 'Nation', 'land,', 'the', 'Osage', 'people', 'are', 'murdered', 'one', 'by', 'one', '-', 'until', 'the', 'FBI', 'steps', 'in', 'to', 'unravel', 'the', 'mystery.']","$158,764,012",T18,['Martin Scorsese'],"['Eric Roth', 'Martin Scorsese', 'David Grann']","['Epic', 'Period Drama', 'Tragedy', 'True Crime', 'Western Epic', 'Crime', 'Drama', 'History', 'Mystery', 'Romance', 'Leonardo DiCaprio', 'Robert De Niro', 'Lily Gladstone', 'Jesse Plemons', 'Tantoo Cardinal', 'John Lithgow', 'Brendan Fraser', 'Cara Jade Myers', 'Janae Collins', 'Jillian Dion', 'Jason Isbell', 'William Belleau', 'Louis Cancelmi', 'Scott Shepherd', 'Everett Waller', 'Talee Redcorn', 'Yancey Red Corn', 'Tatanka Means', 'Apple Studios', 'Imperative Entertainment', 'Sikelia Productions', 'When', 'oil', 'is', 'discovered', 'in', '1920s', 'Oklahoma', 'under', 'Osage', 'Nation', 'land,', 'the', 'Osage', 'people', 'are', 'murdered', 'one', 'by', 'one', '-', 'until', 'the', 'FBI', 'steps', 'in', 'to', 'unravel', 'the', 'mystery.', 'Martin Scorsese', 'Eric Roth', 'Martin Scorsese', 'David Grann']"
456,https://www.imdb.com/title/tt0083169/?ref_=sr_t_487,Taps,68%,"['Psychological Drama', 'Tragedy', 'Drama']","['George C. Scott', 'Timothy Hutton', 'Ronny Cox', 'Sean Penn', 'Tom Cruise', 'Brendan Ward', 'Evan Handler', 'John P. Navin Jr.', 'Billy Van Zandt', 'Giancarlo Esposito', 'Donald Kimmel', 'Tim Wahrer', 'Tim Riley', 'Jeff Rochlin', 'Rusty Jacobs', 'Wayne Tippit', 'Jess Osuna', 'Earl Hindman']","Dec 25, 1981",2 hours 6 minutes,English,"['Major Studio Partners', 'Twentieth Century Fox']","['Military', 'cadets', 'take', 'extreme', 'measures', 'to', 'ensure', 'the', 'future', 'of', 'their', 'academy', 'when', 'its', 'existence', 'is', 'threatened', 'by', 'local', 'condo', 'developers.']","$35,856,053",PG,['Harold Becker'],"['Darryl Ponicsan', 'Robert Mark Kamen', 'James Lineberger', 'Devery Freeman']","['Psychological Drama', 'Tragedy', 'Drama', 'George C. Scott', 'Timothy Hutton', 'Ronny Cox', 'Sean Penn', 'Tom Cruise', 'Brendan Ward', 'Evan Handler', 'John P. Navin Jr.', 'Billy Van Zandt', 'Giancarlo Esposito', 'Donald Kimmel', 'Tim Wahrer', 'Tim Riley', 'Jeff Rochlin', 'Rusty Jacobs', 'Wayne Tippit', 'Jess Osuna', 'Earl Hindman', 'Major Studio Partners', 'Twentieth Century Fox', 'Military', 'cadets', 'take', 'extreme', 'measures', 'to', 'ensure', 'the', 'future', 'of', 'their', 'academy', 'when', 'its', 'existence', 'is', 'threatened', 'by', 'local', 'condo', 'developers.', 'Harold Becker', 'Darryl Ponicsan', 'Robert Mark Kamen', 'James Lineberger', 'Devery Freeman']"
461,https://www.imdb.com/title/tt14961016/?ref_=sr_t_492,Ainda Estou Aqui,89%,"['Docudrama', 'Period Drama', 'Political Drama', 'Biography', 'Drama', 'History']","['Fernanda Torres', 'Fernanda Montenegro', 'Selton Mello', 'Valentina Herszage', 'Maria Manoella', 'Bárbara Luz', 'Gabriela Carneiro da Cunha', 'Luiza Kosovski', 'Marjorie Estiano', 'Guilherme Silveira', 'Antonio Saboia', 'Cora Mora', 'Olívia Torres', 'Pri Helena', 'Humberto Carrão', 'Charles Fricks', 'Maeve Jinkings', 'Luana Nastas']","Nov 07, 2024",2 hours 16 minutes,Portuguese,"['VideoFilmes', 'RT Features', 'MACT Productions']","['A', 'mother', 'is', 'forced', 'to', 'reinvent', 'herself', 'when', 'her', ""family's"", 'life', 'is', 'shattered', 'by', 'an', 'act', 'of', 'arbitrary', 'violence', 'during', 'the', 'tightening', 'grip', 'of', 'a', 'military', 'dictatorship', 'in', 'Brazil,', '1971.']","$8,100,000",PG-13,['Walter Salles'],"['Murilo Hauser', 'Heitor Lorega', 'Marcelo Rubens Paiva']","['Docudrama', 'Period Drama', 'Political Drama', 'Biography', 'Drama', 'History', 'Fernanda Torres', 'Fernanda Montenegro', 'Selton Mello', 'Valentina Herszage', 'Maria Manoella', 'Bárbara Luz', 'Gabriela Carneiro da Cunha', 'Luiza Kosovski', 'Marjorie Estiano', 'Guilherme Silveira', 'Antonio Saboia', 'Cora Mora', 'Olívia Torres', 'Pri Helena', 'Humberto Carrão', 'Charles Fricks', 'Maeve Jinkings', 'Luana Nastas', 'VideoFilmes', 'RT Features', 'MACT Productions', 'A', 'mother', 'is', 'forced', 'to', 'reinvent', 'herself', 'when', 'her', ""family's"", 'life', 'is', 'shattered', 'by', 'an', 'act', 'of', 'arbitrary', 'violence', 'during', 'the', 'tightening', 'grip', 'of', 'a', 'military', 'dictatorship', 'in', 'Brazil,', '1971.', 'Walter Salles', 'Murilo Hauser', 'Heitor Lorega', 'Marcelo Rubens Paiva']"
462,https://www.imdb.com/title/tt0388419/?ref_=sr_t_493,Christmas with the Kranks,55%,"['Holiday Comedy', 'Holiday Family', 'Slapstick', 'Comedy', 'Family', 'Holiday']","['Tim Allen', 'Jamie Lee Curtis', 'Dan Aykroyd', 'M. Emmet Walsh', 'Elizabeth Franz', 'Erik Per Sullivan', 'Cheech Marin', 'Jake Busey', 'Austin Pendleton', 'Tom Poston', 'Julie Gonzalo', 'René Lavan', 'Caroline Rhea', 'Felicity Huffman', 'Patrick Breen', 'John Short', 'Bonita Friedericy', 'David Hornsby']","Nov 24, 2004",1 hour 39 minutes,English,"['Revolution Studios', '1492 Pictures', 'Skipping Christmas']","['With', 'their', 'daughter,', 'Blair,', 'away', 'in', 'Peru,', 'Luther', 'and', 'Nora', 'Krank', 'decide', 'to', 'skip', 'Christmas', 'all', 'together', 'until', 'she', 'decides', 'to', 'come', 'home,', 'causing', 'an', 'uproar', 'when', 'they', 'have', 'to', 'celebrate', 'it', 'at', 'the', 'last', 'minute.']","$96,593,018",P,['Joe Roth'],"['John Grisham', 'Chris Columbus']","['Holiday Comedy', 'Holiday Family', 'Slapstick', 'Comedy', 'Family', 'Holiday', 'Tim Allen', 'Jamie Lee Curtis', 'Dan Aykroyd', 'M. Emmet Walsh', 'Elizabeth Franz', 'Erik Per Sullivan', 'Cheech Marin', 'Jake Busey', 'Austin Pendleton', 'Tom Poston', 'Julie Gonzalo', 'René Lavan', 'Caroline Rhea', 'Felicity Huffman', 'Patrick Breen', 'John Short', 'Bonita Friedericy', 'David Hornsby', 'Revolution Studios', '1492 Pictures', 'Skipping Christmas', 'With', 'their', 'daughter,', 'Blair,', 'away', 'in', 'Peru,', 'Luther', 'and', 'Nora', 'Krank', 'decide', 'to', 'skip', 'Christmas', 'all', 'together', 'until', 'she', 'decides', 'to', 'come', 'home,', 'causing', 'an', 'uproar', 'when', 'they', 'have', 'to', 'celebrate', 'it', 'at', 'the', 'last', 'minute.', 'Joe Roth', 'John Grisham', 'Chris Columbus']"
464,https://www.imdb.com/title/tt0320661/?ref_=sr_t_495,Vương Quốc Thiên Đường,73%,"['Action Epic', 'Historical Epic', 'War Epic', 'Action', 'Adventure', 'Drama', 'History', 'War']","['Orlando Bloom', 'Eva Green', 'Liam Neeson', 'Martin Hancock', 'Michael Sheen', 'Nathalie Cox', 'Eriq Ebouaney', 'Jouko Ahola', 'David Thewlis', 'Philip Glenister', 'Bronson Webb', 'Kevin McKidd', 'Nikolaj Coster-Waldau', 'Steven Robertson', 'Marton Csokas', 'Alexander Siddig', 'Velibor Topic', 'Michael Shaeffer']","Aug 26, 2005",2 hours 24 minutes,English,"['Twentieth Century Fox', 'Scott Free Productions', 'BK']","['Balian', 'of', 'Ibelin', 'travels', 'to', 'Jerusalem', 'during', 'the', 'Crusades', 'of', 'the', '12th', 'century,', 'and', 'there', 'he', 'finds', 'himself', 'as', 'the', 'defender', 'of', 'the', 'city', 'and', 'its', 'people.']","$218,237,071",R,['Ridley Scott'],['William Monahan'],"['Action Epic', 'Historical Epic', 'War Epic', 'Action', 'Adventure', 'Drama', 'History', 'War', 'Orlando Bloom', 'Eva Green', 'Liam Neeson', 'Martin Hancock', 'Michael Sheen', 'Nathalie Cox', 'Eriq Ebouaney', 'Jouko Ahola', 'David Thewlis', 'Philip Glenister', 'Bronson Webb', 'Kevin McKidd', 'Nikolaj Coster-Waldau', 'Steven Robertson', 'Marton Csokas', 'Alexander Siddig', 'Velibor Topic', 'Michael Shaeffer', 'Twentieth Century Fox', 'Scott Free Productions', 'BK', 'Balian', 'of', 'Ibelin', 'travels', 'to', 'Jerusalem', 'during', 'the', 'Crusades', 'of', 'the', '12th', 'century,', 'and', 'there', 'he', 'finds', 'himself', 'as', 'the', 'defender', 'of', 'the', 'city', 'and', 'its', 'people.', 'Ridley Scott', 'William Monahan']"
467,https://www.imdb.com/title/tt2316204/?ref_=sr_t_499,Quái Vật Không Gian: Khế Ước,64%,"['Monster Horror', 'Sci-Fi Epic', 'Space Sci-Fi', 'Tragedy', 'Horror', 'Sci-Fi', 'Thriller']","['Michael Fassbender', 'Katherine Waterston', 'Billy Crudup', 'Danny McBride', 'Demián Bichir', 'Carmen Ejogo', 'Jussie Smollett', 'Callie Hernandez', 'Amy Seimetz', 'Nathaniel Dean', 'Alexander England', 'Benjamin Rigby', 'Uli Latukefu', 'Tess Haubrich', 'Lorelei King', 'Goran D. Kleut', 'Andrew Crawford', 'Javier Botet']","May 12, 2017",2 hours 2 minutes,English,"['Twentieth Century Fox', 'TSG Entertainment', 'Scott Free Productions']","['The', 'crew', 'of', 'a', 'colony', 'ship,', 'bound', 'for', 'a', 'remote', 'planet,', 'discover', 'an', 'uncharted', 'paradise', 'with', 'a', 'threat', 'beyond', 'their', 'imagination,', 'and', 'must', 'attempt', 'a', 'harrowing', 'escape.']","$240,892,187",R,['Ridley Scott'],"[""Dan O'Bannon"", 'Ronald Shusett', 'Jack Paglen', 'Michael Green', 'John Logan', 'Dante Harper']","['Monster Horror', 'Sci-Fi Epic', 'Space Sci-Fi', 'Tragedy', 'Horror', 'Sci-Fi', 'Thriller', 'Michael Fassbender', 'Katherine Waterston', 'Billy Crudup', 'Danny McBride', 'Demián Bichir', 'Carmen Ejogo', 'Jussie Smollett', 'Callie Hernandez', 'Amy Seimetz', 'Nathaniel Dean', 'Alexander England', 'Benjamin Rigby', 'Uli Latukefu', 'Tess Haubrich', 'Lorelei King', 'Goran D. Kleut', 'Andrew Crawford', 'Javier Botet', 'Twentieth Century Fox', 'TSG Entertainment', 'Scott Free Productions', 'The', 'crew', 'of', 'a', 'colony', 'ship,', 'bound', 'for', 'a', 'remote', 'planet,', 'discover', 'an', 'uncharted', 'paradise', 'with', 'a', 'threat', 'beyond', 'their', 'imagination,', 'and', 'must', 'attempt', 'a', 'harrowing', 'escape.', 'Ridley Scott', ""Dan O'Bannon"", 'Ronald Shusett', 'Jack Paglen', 'Michael Green', 'John Logan', 'Dante Harper']"
468,https://www.imdb.com/title/tt0087538/?ref_=sr_t_500,The Karate Kid,73%,"['Coming-of-Age', 'Martial Arts', 'Teen Drama', 'Action', 'Drama', 'Family', 'Sport']","['Ralph Macchio', 'Pat Morita', 'Elisabeth Shue', 'Martin Kove', 'Randee Heller', 'William Zabka', 'Ron Thomas', 'Rob Garrison', 'Chad McQueen', ""Tony O'Dell"", 'Israel Juarbe', 'William Bassett', 'Larry B. Scott', 'Juli Fields', 'Dana Andersen', 'Frank Burt Avalon', 'Jeff Fishman', 'Ken Daly']","Jun 22, 1984",2 hours 6 minutes,English,"['Columbia Pictures', 'Delphi II Productions', 'Jerry Weintraub Productions']","['Recently', 'relocated', 'from', 'NJ', 'to', 'LA,', 'Daniel', 'becomes', 'the', 'target', 'of', 'a', 'gang', 'of', 'Cobra', 'Kai', 'dojo', 'students.', 'When', 'Mr.', 'Miyagi', 'saves', 'him', 'with', 'expert', 'Karate', 'skills,', 'Daniel', 'convinces', 'him', 'to', 'teach', 'him', 'to', 'defend', 'himself,', 'and', 'put', 'his', 'bullies', 'in', 'their', 'place.']","$91,133,062",P,['John G. Avildsen'],['Robert Mark Kamen'],"['Coming-of-Age', 'Martial Arts', 'Teen Drama', 'Action', 'Drama', 'Family', 'Sport', 'Ralph Macchio', 'Pat Morita', 'Elisabeth Shue', 'Martin Kove', 'Randee Heller', 'William Zabka', 'Ron Thomas', 'Rob Garrison', 'Chad McQueen', ""Tony O'Dell"", 'Israel Juarbe', 'William Bassett', 'Larry B. Scott', 'Juli Fields', 'Dana Andersen', 'Frank Burt Avalon', 'Jeff Fishman', 'Ken Daly', 'Columbia Pictures', 'Delphi II Productions', 'Jerry Weintraub Productions', 'Recently', 'relocated', 'from', 'NJ', 'to', 'LA,', 'Daniel', 'becomes', 'the', 'target', 'of', 'a', 'gang', 'of', 'Cobra', 'Kai', 'dojo', 'students.', 'When', 'Mr.', 'Miyagi', 'saves', 'him', 'with', 'expert', 'Karate', 'skills,', 'Daniel', 'convinces', 'him', 'to', 'teach', 'him', 'to', 'defend', 'himself,', 'and', 'put', 'his', 'bullies', 'in', 'their', 'place.', 'John G. Avildsen', 'Robert Mark Kamen']"
469,https://www.imdb.com/title/tt0104070/?ref_=sr_t_1,Death Becomes Her,67%,"['Body Horror', 'Dark Comedy', 'Satire', 'Comedy', 'Fantasy', 'Horror']","['Meryl Streep', 'Bruce Willis', 'Goldie Hawn', 'Isabella Rossellini', 'Ian Ogilvy', 'Adam Storke', 'Nancy Fish', 'Alaina Reed-Hall', 'Michelle Johnson', 'Mary Ellen Trainor', 'William Frankfather', 'John Ingle', 'Clement von Franckenstein', 'Petrea Burchard', 'Jim Jansen', 'Mimi Kennedy', 'Paulo Tocha', 'Mark Davenport']","Jul 31, 1992",1 hour 44 minutes,English,['Universal Pictures'],"['When', 'a', 'fading', 'actress', 'learns', 'of', 'an', 'immortality', 'treatment,', 'she', 'sees', 'it', 'as', 'a', 'way', 'to', 'outdo', 'her', 'long-time', 'rival.']","$149,022,650",PG-13,['Robert Zemeckis'],"['Martin Donovan', 'David Koepp']","['Body Horror', 'Dark Comedy', 'Satire', 'Comedy', 'Fantasy', 'Horror', 'Meryl Streep', 'Bruce Willis', 'Goldie Hawn', 'Isabella Rossellini', 'Ian Ogilvy', 'Adam Storke', 'Nancy Fish', 'Alaina Reed-Hall', 'Michelle Johnson', 'Mary Ellen Trainor', 'William Frankfather', 'John Ingle', 'Clement von Franckenstein', 'Petrea Burchard', 'Jim Jansen', 'Mimi Kennedy', 'Paulo Tocha', 'Mark Davenport', 'Universal Pictures', 'When', 'a', 'fading', 'actress', 'learns', 'of', 'an', 'immortality', 'treatment,', 'she', 'sees', 'it', 'as', 'a', 'way', 'to', 'outdo', 'her', 'long-time', 'rival.', 'Robert Zemeckis', 'Martin Donovan', 'David Koepp']"
472,https://www.imdb.com/title/tt0088763/?ref_=sr_t_4,Trở Về Tương Lai,85%,"['High-Concept Comedy', 'Teen Adventure', 'Teen Comedy', 'Time Travel', 'Urban Adventure', 'Adventure', 'Comedy', 'Sci-Fi']","['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Crispin Glover', 'Tom Wilson', 'Claudia Wells', 'Marc McClure', 'Wendie Jo Sperber', 'George DiCenzo', 'Frances Lee McCain', 'James Tolkan', 'J.J. Cohen', 'Casey Siemaszko', 'Billy Zane', 'Harry Waters Jr.', 'Donald Fullilove', 'Lisa Freeman', 'Cristen Kauffman']","Jul 03, 1985",1 hour 56 minutes,English,"['Universal Pictures', 'Amblin Entertainment', 'U-Drive Productions']","['Marty', 'McFly,', 'a', '17-year-old', 'high', 'school', 'student,', 'is', 'accidentally', 'sent', '30', 'years', 'into', 'the', 'past', 'in', 'a', 'time-traveling', 'DeLorean', 'invented', 'by', 'his', 'close', 'friend,', 'the', 'maverick', 'scientist', 'Doc', 'Brown.']","$384,577,472",PG,['Robert Zemeckis'],"['Robert Zemeckis', 'Bob Gale']","['High-Concept Comedy', 'Teen Adventure', 'Teen Comedy', 'Time Travel', 'Urban Adventure', 'Adventure', 'Comedy', 'Sci-Fi', 'Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Crispin Glover', 'Tom Wilson', 'Claudia Wells', 'Marc McClure', 'Wendie Jo Sperber', 'George DiCenzo', 'Frances Lee McCain', 'James Tolkan', 'J.J. Cohen', 'Casey Siemaszko', 'Billy Zane', 'Harry Waters Jr.', 'Donald Fullilove', 'Lisa Freeman', 'Cristen Kauffman', 'Universal Pictures', 'Amblin Entertainment', 'U-Drive Productions', 'Marty', 'McFly,', 'a', '17-year-old', 'high', 'school', 'student,', 'is', 'accidentally', 'sent', '30', 'years', 'into', 'the', 'past', 'in', 'a', 'time-traveling', 'DeLorean', 'invented', 'by', 'his', 'close', 'friend,', 'the', 'maverick', 'scientist', 'Doc', 'Brown.', 'Robert Zemeckis', 'Robert Zemeckis', 'Bob Gale']"
473,https://www.imdb.com/title/tt0120689/?ref_=sr_t_5,Dặm Xanh,86%,"['Period Drama', 'Prison Drama', 'Supernatural Fantasy', 'Tragedy', 'Crime', 'Drama', 'Fantasy', 'Mystery']","['Tom Hanks', 'Michael Clarke Duncan', 'David Morse', 'Bonnie Hunt', 'James Cromwell', 'Michael Jeter', 'Graham Greene', 'Doug Hutchison', 'Sam Rockwell', 'Barry Pepper', 'Jeffrey DeMunn', 'Patricia Clarkson', 'Harry Dean Stanton', 'Dabbs Greer', 'Eve Brent', 'William Sadler', 'Mack Miles', 'Rai Tasco']","Dec 10, 1999",3 hours 9 minutes,English,"['Castle Rock Entertainment', 'Darkwoods Productions', 'Warner Bros.']","['Paul', 'Edgecomb,', 'the', 'head', 'guard', 'of', 'a', 'prison,', 'meets', 'an', 'inmate,', 'John', 'Coffey,', 'a', 'black', 'man', 'who', 'is', 'accused', 'of', 'murdering', 'two', 'girls.', 'His', 'life', 'changes', 'drastically', 'when', 'he', 'discovers', 'that', 'John', 'has', 'a', 'special', 'gift.']","$286,801,374",R,['Frank Darabont'],"['Stephen King', 'Frank Darabont']","['Period Drama', 'Prison Drama', 'Supernatural Fantasy', 'Tragedy', 'Crime', 'Drama', 'Fantasy', 'Mystery', 'Tom Hanks', 'Michael Clarke Duncan', 'David Morse', 'Bonnie Hunt', 'James Cromwell', 'Michael Jeter', 'Graham Greene', 'Doug Hutchison', 'Sam Rockwell', 'Barry Pepper', 'Jeffrey DeMunn', 'Patricia Clarkson', 'Harry Dean Stanton', 'Dabbs Greer', 'Eve Brent', 'William Sadler', 'Mack Miles', 'Rai Tasco', 'Castle Rock Entertainment', 'Darkwoods Productions', 'Warner Bros.', 'Paul', 'Edgecomb,', 'the', 'head', 'guard', 'of', 'a', 'prison,', 'meets', 'an', 'inmate,', 'John', 'Coffey,', 'a', 'black', 'man', 'who', 'is', 'accused', 'of', 'murdering', 'two', 'girls.', 'His', 'life', 'changes', 'drastically', 'when', 'he', 'discovers', 'that', 'John', 'has', 'a', 'special', 'gift.', 'Frank Darabont', 'Stephen King', 'Frank Darabont']"
474,https://www.imdb.com/title/tt8623904/?ref_=sr_t_6,Giáng Sinh Năm Ấy,65%,"['Holiday Comedy', 'Holiday Romance', 'Romantic Comedy', 'Comedy', 'Drama', 'Fantasy', 'Holiday', 'Romance']","['Madison Ingoldsby', 'Emma Thompson', 'Boris Isakovic', 'Lucy Miller', 'Emilia Clarke', 'Maxim Baldry', 'Margaret Clunie', 'John-Luke Roberts', 'Michelle Yeoh', 'Bilal Zafar', 'Patti LuPone', 'Lydia Leonard', 'Henry Golding', 'Michael Addo', 'Peter Mygind', 'Rob Delaney', 'Peter Serafinowicz', 'Sara Powell']","Dec 06, 2019",1 hour 43 minutes,English,"['CAMA Asset Storage & Recycling', 'Calamity Films', 'Feigco Entertainment']","['Kate', 'is', 'a', 'young', 'woman', 'subscribed', 'to', 'bad', 'decisions.', 'Working', 'as', 'an', 'elf', 'in', 'a', 'year-round', 'Christmas', 'store', 'is', 'not', 'good', 'for', 'the', 'wannabe', 'singer.', 'However,', 'she', 'meets', 'Tom', 'there.', 'Her', 'life', 'takes', 'a', 'new', 'turn--that', 'seems', 'too', 'good', 'to', 'be', 'true.']","$123,446,172",C13,['Paul Feig'],"['George Michael', 'Emma Thompson', 'Greg Wise', 'Emma Thompson', 'Bryony Kimmings']","['Holiday Comedy', 'Holiday Romance', 'Romantic Comedy', 'Comedy', 'Drama', 'Fantasy', 'Holiday', 'Romance', 'Madison Ingoldsby', 'Emma Thompson', 'Boris Isakovic', 'Lucy Miller', 'Emilia Clarke', 'Maxim Baldry', 'Margaret Clunie', 'John-Luke Roberts', 'Michelle Yeoh', 'Bilal Zafar', 'Patti LuPone', 'Lydia Leonard', 'Henry Golding', 'Michael Addo', 'Peter Mygind', 'Rob Delaney', 'Peter Serafinowicz', 'Sara Powell', 'CAMA Asset Storage & Recycling', 'Calamity Films', 'Feigco Entertainment', 'Kate', 'is', 'a', 'young', 'woman', 'subscribed', 'to', 'bad', 'decisions.', 'Working', 'as', 'an', 'elf', 'in', 'a', 'year-round', 'Christmas', 'store', 'is', 'not', 'good', 'for', 'the', 'wannabe', 'singer.', 'However,', 'she', 'meets', 'Tom', 'there.', 'Her', 'life', 'takes', 'a', 'new', 'turn--that', 'seems', 'too', 'good', 'to', 'be', 'true.', 'Paul Feig', 'George Michael', 'Emma Thompson', 'Greg Wise', 'Emma Thompson', 'Bryony Kimmings']"
477,https://www.imdb.com/title/tt11389872/?ref_=sr_t_9,Hành Tinh Khỉ: Vương Quốc Mới,69%,"['Dystopian Sci-Fi', 'Sci-Fi Epic', 'Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']","['Owen Teague', 'Freya Allan', 'Kevin Durand', 'Peter Macon', 'William H. Macy', 'Eka Darville', 'Travis Jeffery', 'Lydia Peckham', 'Neil Sandilands', 'Ras-Samuel', 'Sara Wiseman', 'Kaden Hartcher', 'Andy McPhee', 'Karin Konoval', 'Nina Gallas', 'Samuel Falé', 'Dichen Lachman', 'Virginie Laverdure']","May 10, 2024",2 hours 25 minutes,English,"['20th Century Studios', 'Oddball Entertainment', 'Jason T. Reed Productions']","['Many', 'years', 'after', 'the', 'reign', 'of', 'Caesar,', 'a', 'young', 'ape', 'goes', 'on', 'a', 'journey', 'that', 'will', 'lead', 'him', 'to', 'question', 'everything', ""he's"", 'been', 'taught', 'about', 'the', 'past', 'and', 'make', 'choices', 'that', 'will', 'define', 'a', 'future', 'for', 'apes', 'and', 'humans', 'alike.']","$397,378,150",T13,['Wes Ball'],"['Josh Friedman', 'Rick Jaffa', 'Amanda Silver']","['Dystopian Sci-Fi', 'Sci-Fi Epic', 'Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller', 'Owen Teague', 'Freya Allan', 'Kevin Durand', 'Peter Macon', 'William H. Macy', 'Eka Darville', 'Travis Jeffery', 'Lydia Peckham', 'Neil Sandilands', 'Ras-Samuel', 'Sara Wiseman', 'Kaden Hartcher', 'Andy McPhee', 'Karin Konoval', 'Nina Gallas', 'Samuel Falé', 'Dichen Lachman', 'Virginie Laverdure', '20th Century Studios', 'Oddball Entertainment', 'Jason T. Reed Productions', 'Many', 'years', 'after', 'the', 'reign', 'of', 'Caesar,', 'a', 'young', 'ape', 'goes', 'on', 'a', 'journey', 'that', 'will', 'lead', 'him', 'to', 'question', 'everything', ""he's"", 'been', 'taught', 'about', 'the', 'past', 'and', 'make', 'choices', 'that', 'will', 'define', 'a', 'future', 'for', 'apes', 'and', 'humans', 'alike.', 'Wes Ball', 'Josh Friedman', 'Rick Jaffa', 'Amanda Silver']"
