,Movie_Name,Ratings,Release_Date,Duration,Original_Language,Description,Box Office,Certificate (MPAA),Month,Category_Encoded,Film_Actor_Encoded,Writer_Encoded,Companies_Encoded,Directors_Encoded
1871,937,0.74,2014-10-24,101,5,1575,86085139,7,10,80,314,2135,719,247
1872,938,0.74,2017-02-10,122,5,826,174348632,7,2,80,316,2134,715,247
1873,939,0.74,2019-05-17,130,5,1576,328349908,7,5,80,321,2133,93,247
1874,940,0.76,2023-03-24,169,5,1577,440180275,7,3,80,312,1390,96,247
1875,941,0.79,2019-11-08,108,5,674,93694707,6,11,302,1056,1892,637,76
1876,942,0.84,2019-10-04,122,5,1012,1078958629,7,10,335,157,1584,1278,118
1877,943,0.52,2024-10-04,138,5,1859,206400287,7,10,328,153,1346,1283,118
1879,944,0.57,2012-02-10,94,5,1796,335288576,5,2,40,252,1764,306,209
1880,945,0.64,2023-11-10,99,5,2073,7778330,5,11,237,2154,796,1855,913
1881,946,0.66,2015-12-25,124,5,1582,101134059,6,12,365,102,2083,1946,353
1882,947,0.66,2001-10-05,97,5,2101,36642838,7,10,210,1266,1929,337,635
1883,948,0.76,2005-11-09,116,7,1392,17709155,6,11,362,2007,1887,347,274
1886,949,0.71,1995-12-15,104,5,2331,262821940,5,12,200,1039,573,838,615
1887,950,0.67,2019-12-13,123,5,1395,801693929,6,12,42,2049,303,1561,533
1888,951,0.7,2017-12-20,119,5,1284,962544585,6,12,42,2036,1866,1560,533
1889,952,0.61,2008-02-14,88,5,714,225132113,6,2,0,2278,2089,891,396
1891,953,0.66,2021-07-30,127,5,1064,220889446,6,7,42,2048,912,1721,567
1892,954,0.74,2007-12-25,96,5,1235,232373066,6,12,302,2099,2138,1974,564
1893,955,0.53,2015-02-06,127,5,727,184287723,6,2,3,1732,754,1288,762
1894,956,0.82,1993-06-11,127,5,960,1104379926,6,6,0,1106,898,1111,71
1895,957,0.59,2001-07-18,92,5,154,368780809,6,7,0,1107,899,1111,615
1896,958,0.69,2015-06-12,124,5,410,1671537444,6,6,3,1797,1225,1106,295
1897,959,0.56,2022-06-10,147,5,1289,1001978080,6,6,0,1795,28,2112,295
1898,960,0.61,2018-06-22,128,5,2320,1310469037,6,6,3,1796,2132,1106,526
1899,961,0.71,2024-12-20,114,5,2350,19231410,6,12,335,822,564,1735,291
1902,962,0.64,2011-02-11,117,5,1694,214945591,6,2,265,627,189,1666,376
1905,963,0.6,2017-11-17,120,5,1849,661326987,6,11,68,1234,415,1240,198
1909,964,0.82,2022-04-13,166,14,1483,89123940,4,4,107,1558,1160,2064,1004
1913,965,0.7,2024-06-27,180,25,1962,130000000,4,6,54,938,977,1130,903
1917,966,0.64,2001-12-25,118,5,883,76019048,6,12,304,653,1489,34,545
1921,967,0.76,2010-04-16,117,5,1145,96188903,7,4,87,1893,352,150,837
1922,968,0.65,2013-08-16,103,5,1253,60795985,7,8,91,1894,390,988,582
1923,969,0.7,1995-09-01,91,5,150,7412216,3,9,365,428,212,2040,765
1924,970,0.78,1990-12-20,103,13,869,10403278,1,12,251,374,13,27,510
1926,971,0.82,2003-10-10,111,5,850,180908413,7,10,80,1460,1167,226,1007
1927,972,0.8,2004-04-16,137,5,1887,154118514,7,4,80,1459,1167,226,1007
1928,973,0.7,2012-05-11,106,5,2046,1188194,7,5,335,963,575,54,691
1930,974,0.76,2023-10-20,206,5,2306,158764012,7,10,332,438,38,249,828
1932,975,0.54,2002-06-21,100,5,669,7775138,11,6,332,2283,1360,184,729
1935,976,0.62,1990-12-21,111,5,596,201957688,6,12,91,811,973,2092,524
1936,977,0.65,2024-06-28,164,5,361,16398509,7,6,295,2120,1717,1832,195
1937,978,0.63,2004-07-07,126,5,159,203567857,6,7,63,1851,2041,801,860
1938,979,0.67,2017-05-12,126,5,1768,149175066,6,5,60,1738,443,1282,499
1939,980,0.72,2005-12-14,187,5,258,556906378,6,12,2,786,74,1047,985
1940,981,0.75,2021-11-19,144,5,342,39529285,6,11,340,1533,1719,1257,1016
1941,982,0.69,1991-08-29,103,5,187,2554476,7,8,87,1829,1004,563,807
1944,983,0.73,2005-05-06,144,5,1058,218237071,7,5,63,863,1692,905,1033
1945,984,0.69,2024-05-10,145,5,1634,397378150,6,5,47,866,602,1881,174
1946,985,0.69,1996-07-26,114,5,550,25023434,6,7,267,1555,1136,594,203
1947,986,0.67,2017-09-22,141,5,834,410902662,7,9,29,1302,353,879,837
1948,987,0.77,2015-02-13,129,5,548,414351546,7,2,29,1861,353,879,837
1950,988,0.75,2005-11-11,103,5,798,15785148,7,11,262,1018,1752,1252,14
1952,989,0.66,1997-10-03,115,5,1736,60527873,7,10,335,772,335,416,455
1957,990,0.63,2010-06-23,109,5,730,261989769,6,6,45,1377,1067,892,545
1958,991,0.44,2023-05-12,112,5,2246,6986177,6,5,57,517,600,681,137
1959,992,0.79,2019-11-27,130,5,2308,312897920,6,11,279,1910,1197,82,1019
1960,993,0.49,2015-10-09,99,5,165,5567103,7,10,241,313,20,1380,408
1961,994,0.61,2023-02-03,100,5,2352,54760947,7,2,375,1942,1095,1058,797
1962,995,0.69,2007-06-01,129,5,1270,219922417,7,6,265,1179,620,994,717
1964,996,0.62,2009-03-20,121,5,1627,183658498,6,3,132,836,1315,729,429
1968,997,0.67,2017-03-10,118,5,835,568652812,6,3,68,1429,1972,1204,699
1969,998,0.62,2015-12-04,98,5,76,61548707,6,12,307,648,1577,64,856
1972,999,0.61,1983-07-29,121,5,449,16916617,5,7,68,333,1423,1615,992
1974,1000,0.77,2005-04-22,99,3,1410,104882445,7,4,99,1241,1441,1676,41
1975,1001,0.76,2008-06-06,92,5,2107,632091832,5,6,17,2358,566,1780,817
1976,1002,0.73,2011-05-26,90,5,1734,665692281,5,5,8,2353,567,1781,586
1977,1003,0.71,2016-01-29,95,5,1136,521170825,5,1,12,2356,567,1774,402
1978,1004,0.63,2024-03-08,94,16,754,547689492,5,3,12,2355,568,1514,891
1979,1005,0.82,1997-09-19,138,5,1027,126216940,7,9,335,363,318,554,305
1982,1006,0.73,2024-03-29,130,12,1584,5232815,4,3,182,254,134,741,505
1984,1007,0.8,2016-12-25,128,5,2233,509183536,6,12,273,1088,1960,723,311
1985,1008,0.81,1996-02-23,98,7,8,755409,4,2,107,1495,841,73,831
1988,1009,0.65,2024-04-12,112,5,2230,442445,11,4,262,1265,1380,1839,13
1989,1010,0.73,1986-06-27,101,5,1872,14699654,5,6,232,1946,2127,2050,600
1990,1011,0.74,2017-12-01,94,5,224,78987280,7,12,302,1129,187,2077,491
1994,1012,0.66,2024-02-16,113,5,27,7021101,7,2,80,461,2042,1124,181
1997,1013,0.58,2001-06-15,100,5,2198,274703340,6,6,66,358,1328,393,26
1999,1014,0.73,2007-11-02,106,5,157,11293663,6,11,282,1087,980,180,302
2001,1015,0.65,1993-06-18,130,5,2369,137298489,6,6,42,817,1728,1574,660
2003,1016,0.65,2019-11-08,103,5,1587,123446172,6,11,290,522,149,1431,957
2004,1017,0.66,2006-01-13,112,5,1307,43451846,6,1,282,939,399,53,170
2008,1018,0.7,2021-10-29,116,5,1038,22957625,7,10,358,1324,2180,1940,404
2011,1019,0.68,1973-02-07,129,5,677,36183066,3,2,338,567,1356,530,43
2013,1020,0.97,2024-04-19,93,5,1580,10000000,7,4,375,1853,1934,1117,293
2018,1021,0.74,2009-10-16,109,5,244,127944208,7,10,107,2213,703,1997,422
2019,1022,0.72,2012-08-29,116,5,1807,55404207,7,8,335,1425,1007,777,644
2021,1023,0.83,2013-04-02,227,5,2028,45763719,5,4,224,919,1240,2066,344
2022,1024,0.73,2005-06-03,105,5,563,11850214,7,6,335,1909,280,672,837
2026,1025,0.75,1996-02-09,111,5,1079,32029928,7,2,338,839,527,127,885
2029,1026,0.65,2001-07-13,96,5,1237,141778365,6,7,265,968,235,174,1050
2030,1027,0.63,1986-04-18,94,5,710,16837628,5,4,226,1365,1688,59,1033
2031,1028,0.75,1995-01-13,133,5,1489,160638883,7,1,211,1623,1512,850,406
2032,1029,0.53,2010-01-22,100,5,2250,67918658,7,1,122,893,1135,627,1106
2034,1030,0.75,2012-12-25,158,5,1383,442757529,6,12,329,2328,1695,1051,128
2038,1031,0.78,2008-12-12,114,24,1711,11227336,7,12,350,413,463,1821,136
2040,1032,0.76,1987-03-06,109,5,2169,120207127,7,3,80,673,1381,1252,1024
2045,1033,0.58,1989-03-17,98,5,1725,15704614,7,3,234,924,2104,1901,474
2046,1034,0.69,1997-03-21,86,5,432,302710615,6,3,313,135,1079,1105,132
2047,1035,0.67,1989-07-14,133,5,610,156167015,6,7,1,1340,909,1714,642
2048,1036,0.71,2021-12-25,133,5,2019,33276075,7,12,282,1828,1094,198,963
2050,1037,0.52,2006-01-18,93,5,983,172087,4,1,338,420,1526,1679,290
2051,1038,0.66,2017-03-24,104,5,575,100541806,7,3,357,2381,1192,1602,319
2052,1039,0.86,1997-12-20,116,12,2291,230099013,6,12,282,1037,1648,170,1061
2055,1040,0.74,2001-11-09,125,5,2255,23903791,7,11,365,2274,806,1345,521
2057,1041,0.79,2012-11-21,127,5,712,609016565,5,11,218,1273,1716,1966,706
2059,1042,0.61,1985-06-21,101,5,463,11605118,7,6,125,1264,1935,1825,115
2062,1043,0.71,1993-05-28,105,23,2328,21744201,7,5,338,532,715,1680,463
2064,1044,0.73,2002-06-21,85,5,681,273147061,5,6,139,1944,1876,1174,367
2065,1045,0.74,2011-03-18,105,5,396,161849455,6,3,240,1639,748,557,908
2066,1046,0.73,2012-11-16,150,5,1031,275293450,6,11,365,1919,1625,1801,71
2068,1047,0.8,2017-01-06,118,5,226,140853810,6,1,365,1999,1330,774,451
2070,1048,0.61,2024-02-09,101,5,114,9927714,6,2,316,306,2138,134,200
2071,1049,0.55,2019-04-12,109,5,641,49000667,6,4,304,971,1627,980,113
2072,1050,0.75,2007-02-09,137,5,1986,14821658,7,2,338,300,1578,301,116
2075,1051,0.66,1991-11-01,99,5,521,25010896,5,11,365,163,1338,358,610
2076,1052,0.78,2006-08-18,101,5,196,101059571,7,8,191,1253,885,641,688
2077,1053,0.53,2000-11-10,90,5,848,58292295,6,11,313,637,1564,655,61
2078,1054,0.71,1986-12-19,94,5,408,39063518,6,12,293,990,239,759,440
2079,1055,0.78,2019-12-25,135,5,7,218843645,5,12,338,1132,185,1590,491
2080,1056,0.71,2007-06-27,128,5,1571,388156011,6,6,80,1667,471,942,779
2081,1057,0.67,1973-06-27,121,5,1546,35384098,5,6,1,1052,1599,1845,498
2083,1058,0.81,1998-08-28,107,5,2296,3753929,7,8,262,49,203,718,499
2086,1059,0.81,2017-03-03,137,5,1427,619180476,7,3,47,2325,331,883,545
2087,1060,0.7,2017-08-18,118,5,2142,48453605,6,8,91,1731,623,1907,70
2091,1061,0.68,1998-09-25,137,5,884,1071255,7,9,282,110,1650,2038,251
2092,1062,0.59,2016-03-04,99,5,1397,205754447,7,3,80,2220,1951,205,986
2093,1063,0.75,2014-01-10,121,5,1635,154802912,7,1,118,559,1114,1891,975
2096,1064,0.86,2024-08-23,101,5,1467,74200000,7,8,375,873,1045,544,944
2099,1065,0.74,2012-09-28,119,5,1390,176506819,7,9,106,241,1197,858,1019
2102,1066,0.76,2005-09-16,122,5,914,72617068,7,9,335,840,460,1840,629
2106,1067,0.76,1997-01-15,134,5,1002,3836866,7,1,335,1591,2065,1517,348
2108,1068,0.52,1998-07-28,130,5,1914,136159423,6,7,0,2183,265,273,46
2109,1069,0.77,2003-10-03,102,5,192,118688756,7,10,302,1585,1414,1933,28
2112,1070,0.61,2015-10-30,135,5,1661,861057,10,10,338,712,122,67,461
2114,1071,0.67,2010-11-24,112,5,1380,102820008,7,11,282,2375,1834,1949,406
2115,1072,0.76,2003-11-14,135,5,1267,250222910,7,11,299,2320,1202,1038,1023
2121,1073,0.94,2024-04-26,104,5,1299,7700000,7,4,117,1062,1299,1495,1082
2126,1074,0.69,2020-10-16,109,5,1816,1070714,6,10,38,2050,1759,477,865
2128,1075,0.58,2015-11-13,107,5,1971,42426912,6,11,304,1261,1490,1439,592
2131,1076,0.75,2018-03-16,110,5,1824,66719009,6,3,282,824,1193,1947,488
2132,1077,0.62,2013-08-08,93,5,2025,1585583,7,8,365,2314,541,204,1038
2137,1078,0.64,2014-07-25,89,5,648,469058574,7,7,79,1142,779,1854,792
2142,1079,0.75,2007-10-26,157,16,1188,67091915,3,10,332,1446,14,2041,706
2145,1080,0.85,1994-11-18,110,5,3,20278989,7,11,107,78,779,1654,792
2147,1081,0.73,1970-03-18,116,5,2016,81600000,7,3,302,2020,1205,545,1045
2148,1082,0.63,2023-01-06,102,5,2309,180089109,6,1,374,2235,1838,592,479
2150,1083,0.63,2024-07-05,103,5,1376,22057077,7,7,375,1736,1556,1483,100
2152,1084,0.66,2010-09-03,105,5,800,45491656,7,9,87,1937,1260,362,419
2154,1085,0.68,1980-03-21,88,5,1441,8773932,7,3,0,665,332,25,471
2155,1086,0.81,2015-05-15,120,5,1436,380437267,7,5,3,1427,153,1272,471
2158,1087,0.69,2005-06-24,86,5,268,542064525,5,6,161,1799,815,1776,416
2159,1088,0.66,2008-11-07,89,5,1910,603900354,5,11,161,1297,50,1776,416
2161,1089,0.4,2024-02-14,116,5,1271,100498764,6,2,0,1889,857,1640,1091
2163,1090,0.65,2023-12-20,129,5,2074,383532,7,12,329,1697,1745,660,212
2166,1091,0.61,2012-06-29,110,5,351,167282900,7,6,274,1733,1188,4,70
2167,1092,0.8,2000-01-07,188,5,932,48453541,7,1,365,1359,1094,2009,963
2174,1093,0.54,2002-12-13,105,5,51,154906693,6,12,282,104,496,569,170
2176,1094,0.72,1989-04-07,107,5,1994,49797148,7,4,267,1356,2094,392,358
2178,1095,0.77,1992-11-18,202,5,1088,48169910,6,11,365,1974,906,52,33
2180,1096,0.69,2014-05-30,97,5,611,759853685,5,5,59,360,758,1156,1057
2181,1097,0.66,2019-10-18,119,5,1632,491730089,5,10,216,361,757,1156,604
2183,1098,0.62,2021-09-10,111,5,1629,34891791,7,9,375,493,342,289,548
2184,1099,0.7,1995-10-20,94,5,1095,2122561,7,10,265,1187,684,2026,751
2185,1100,0.65,2008-07-18,108,5,1175,611452132,6,7,258,685,1817,1017,1000
2186,1101,0.66,2018-07-20,114,5,1251,395607854,6,7,258,480,1034,979,935
2187,1102,0.71,2013-06-14,143,5,904,670145518,6,6,3,2295,2092,1203,198
2188,1103,0.77,2004-04-23,146,5,1401,130834852,7,4,335,1993,0,1950,146
2189,1104,0.78,2016-12-16,137,5,160,78988148,7,12,365,1706,675,2100,744
2190,1105,0.65,2018-09-14,121,5,1952,1764971,4,9,122,827,1050,677,947
2192,1106,0.72,1986-08-15,120,5,1272,8624009,7,8,241,1548,1548,1722,864
2198,1107,0.71,2011-09-29,107,5,1266,19504039,7,9,335,1574,274,1372,528
2200,1108,0.65,2006-10-20,123,5,2006,60917189,6,10,338,372,1414,1585,28
2202,1109,0.79,2019-12-06,137,5,549,333686,7,12,338,284,1025,2051,928
2206,1110,0.64,1996-12-13,106,5,1208,101381197,6,12,266,2364,742,1268,103
2208,1111,0.7,2008-09-03,99,5,736,1149256,7,9,361,775,1058,1847,951
2213,1112,0.78,1965-06-18,139,5,1511,103125597,1,6,310,272,1552,1193,1056
2214,1113,0.67,2018-12-19,130,5,221,362529106,5,12,195,2114,1047,1143,1040
2215,1114,0.63,2018-12-21,124,5,1638,46712809,7,12,365,1130,1185,1924,712
2216,1115,0.81,2009-04-09,92,5,1372,1740791,4,4,244,1443,1096,171,1013
2218,1116,0.72,1985-03-22,120,5,585,48230162,6,3,365,1752,652,1112,977
2219,1117,0.75,2003-11-14,138,5,1203,211622535,6,11,63,1069,1066,889,991
2220,1118,0.58,2016-09-30,95,5,297,29674699,6,9,279,1566,1854,1414,561
2223,1119,0.54,1987-08-07,106,5,1965,17337139,5,8,68,2011,2086,2013,456
2224,1120,0.76,2006-01-20,124,5,1048,85638656,7,1,332,1141,1714,691,188
2225,1121,0.7,1996-08-02,98,5,251,33460753,5,8,312,1934,1229,841,325
2226,1122,0.7,2022-12-25,117,5,900,37289659,5,12,289,2172,2126,1348,838
2229,1123,0.68,2023-12-01,117,5,2121,5270202,7,12,302,792,1327,2011,117
2233,1124,0.63,2018-01-26,143,5,2388,288175335,6,1,0,2053,1520,2022,174
2234,1125,0.63,2015-09-18,131,5,808,312296056,6,9,0,2051,1520,2021,174
2236,1126,0.74,2016-06-03,110,5,252,208445075,6,6,338,2105,546,176,93
2237,1127,0.66,2000-06-23,116,5,419,149270999,7,6,325,136,1124,930,203
2238,1128,0.71,2004-04-30,97,5,1107,130192622,6,4,325,483,1298,450,822
2239,1129,0.62,1979-06-29,94,5,2201,43046003,5,6,325,1588,741,1820,524
2242,1130,0.72,1998-11-13,178,5,1151,142940100,6,11,346,1624,1291,1075,824
2244,1131,0.75,1945-01-01,113,5,2389,502778,0,1,296,261,264,201,161
2245,1132,0.63,2004-12-22,115,5,865,522657936,6,12,265,1295,430,1083,569
2246,1133,0.7,2000-10-06,108,5,1121,330444045,6,10,265,1294,178,1080,569
2247,1134,0.68,2007-03-30,95,5,1606,169333034,1,3,156,1921,548,1176,47
2248,1135,0.5,2023-08-04,116,5,478,397800317,6,8,76,60,552,1995,1102
2249,1136,0.48,2024-09-27,138,5,1933,13777958,7,9,347,286,80,38,431
2250,1137,0.73,2010-11-05,95,5,1232,321885765,5,11,10,1518,2011,1775,131
2253,1138,0.71,2011-05-26,135,5,2177,17628683,7,5,339,376,714,1360,766
2255,1139,0.84,2001-05-25,113,5,1604,40047236,7,5,241,2243,1912,342,284
2257,1140,0.73,2005-12-23,145,5,1963,162242962,6,12,338,1577,1275,1645,1040
2258,1141,0.81,2003-05-02,132,15,1442,1210156,4,5,279,1219,1733,658,204
2259,1142,0.67,2024-01-05,103,5,1864,2031655,7,1,365,1800,946,2052,878
2261,1143,0.73,1997-07-02,98,5,1555,589390539,6,7,32,1438,773,1672,1054
2262,1144,0.62,2002-07-03,88,5,857,445135288,6,7,28,1439,772,1672,1054
2263,1145,0.56,2019-06-14,114,5,1909,253890701,6,6,32,1778,849,1609,422
2264,1146,0.68,2012-05-25,106,5,858,654213485,6,5,32,1536,51,1667,1054
2266,1147,0.83,1927-03-13,153,8,1431,1350322,4,3,347,1660,1543,1114,444
2268,1148,0.72,2007-10-12,119,5,328,92991835,7,10,335,2206,1622,613,144
2271,1149,0.74,2018-10-26,85,5,1264,9303022,7,10,302,1272,563,1497,687
2272,1150,0.78,1969-05-25,113,5,402,44802577,7,5,365,2031,1656,10,669
2274,1151,0.75,1988-07-20,126,5,72,81613606,7,7,29,1011,141,1075,824
2275,1152,0.76,2011-06-10,94,5,2343,151672318,6,6,304,868,1714,167,188
2277,1153,0.71,2019-07-03,148,5,128,48498408,7,7,294,2157,840,1487,880
2278,1154,0.67,2019-11-08,138,5,2036,127390389,6,11,118,2061,1672,724,1075
2279,1155,0.53,1995-06-30,95,5,250,66433194,5,6,78,291,502,904,231
2280,1156,0.66,2023-12-22,83,5,202,299863204,5,12,161,399,962,1098,1103
2282,1157,0.6,2016-07-08,98,5,2156,77068246,7,7,265,1561,396,925,535
2284,1158,0.77,1990-10-05,115,5,2112,5080409,7,10,107,2174,458,1527,621
2285,1159,0.52,2024-01-26,93,5,135,1714512,7,1,302,575,302,105,532
2286,1160,0.81,2005-01-28,132,5,1294,216763646,6,1,340,2307,1080,1201,291
2287,1161,0.74,2021-02-12,115,15,35,15288578,6,2,365,1270,733,1485,773
2289,1162,0.64,2015-07-10,91,5,1652,1159457503,5,7,158,1119,1769,2089,760
2290,1163,0.65,2022-07-01,87,5,2059,940203765,5,7,158,1251,862,1100,758
2291,1164,0.76,2002-06-21,145,5,1578,358372926,6,6,79,1379,1337,935,71
2296,1165,0.56,2012-03-30,106,5,935,183018522,5,3,186,478,791,559,79
2298,1166,0.78,1990-11-30,107,5,767,61277597,7,11,335,2391,1451,1470,1042
2300,1167,0.63,2000-12-22,109,5,1312,212742720,6,12,85,1120,794,1472,394
2301,1168,0.67,2016-09-30,127,5,2221,296482446,6,9,215,2138,1182,925,103
2303,1169,0.72,1996-05-22,110,5,876,457696391,6,5,1,1363,1783,461,215
2304,1170,0.77,2023-07-12,163,5,1227,570619838,6,7,1,1385,1780,427,283
2305,1171,0.77,2018-07-27,147,5,288,791658205,6,7,1,1386,1782,427,283
2306,1172,0.74,2011-12-21,132,5,1906,694713380,6,12,1,1362,1778,427,207
2307,1173,0.74,2015-07-31,131,5,1228,682716636,6,7,1,1371,1781,429,283
2308,1174,0.61,2000-05-24,123,5,1343,546388108,6,5,1,1383,1779,459,677
2309,1175,0.69,2006-05-05,126,5,1342,398479497,6,5,1,1366,2170,458,529
2310,1176,0.78,1989-01-27,128,5,2129,34603943,7,1,335,2193,1860,358,316
2312,1177,0.54,1994-12-21,97,5,1954,6821850,6,12,302,1257,1031,864,931
2314,1178,0.76,2016-11-23,107,5,1456,643332467,5,11,147,950,358,2073,1078
2315,1179,0.71,2024-11-27,100,5,824,601828622,5,11,147,951,359,1761,341
2321,1180,0.74,2018-01-05,140,5,2048,59284015,7,1,335,127,63,602,598
2326,1181,0.76,2011-09-23,133,5,1684,110206216,6,9,340,1626,1496,1601,11
2328,1182,0.68,2024-04-05,121,5,913,35271631,7,4,80,2000,2137,746,384
2331,1183,0.73,2004-01-30,109,5,1068,58469210,7,1,335,1745,1069,164,955
2332,1184,0.67,2006-07-21,91,5,2099,141861243,5,7,248,765,1977,1598,481
2336,1185,0.72,2013-06-21,104,5,345,743559645,1,6,153,1602,1986,1152,317
2337,1186,0.81,2001-11-23,92,5,1464,579770299,1,11,153,1601,1105,1152,971
2338,1187,0.82,1975-06-27,91,5,1597,2817496,5,6,201,2234,174,537,89
2339,1188,0.8,1979-08-17,94,5,1094,20781763,7,8,325,2233,175,2043,91
2340,1189,0.78,2009-07-10,97,5,1042,9760107,7,7,333,1109,2165,673,398
2342,1190,0.51,2022-02-04,130,5,394,67319703,6,2,3,2251,1283,1481,1075
2344,1191,0.74,2016-11-18,111,5,665,65172611,7,11,365,525,1151,1484,1034
2346,1192,0.63,1979-06-29,126,5,1542,210308099,5,6,0,1049,1916,72,782
2347,1193,0.78,2012-06-29,94,5,2125,68265576,6,6,185,37,1668,2104,173
2348,1194,0.72,1988-01-15,102,5,1621,80644712,5,1,282,1750,530,183,933
2349,1195,0.51,2022-04-01,104,5,1087,167460961,6,4,76,38,855,1557,319
2350,1196,0.61,2018-12-14,128,5,1437,83869818,6,12,65,2302,75,166,276
2351,1197,0.6,2021-04-23,110,5,1628,84426031,7,4,65,459,179,282,24
2353,1198,0.72,2010-07-02,125,5,181,5621971,7,7,338,780,1280,1857,1066
2355,1199,0.66,2017-09-15,121,5,130,44516999,7,9,358,95,2016,408,331
2359,1200,0.7,1953-04-10,119,5,1241,3188,0,4,329,256,1158,588,646
2360,1201,0.76,2001-06-01,127,5,440,184935252,6,6,329,849,1180,916,1064
2362,1202,0.44,2013-01-25,94,5,509,32443111,7,1,325,2122,1276,558,410
2365,1203,0.65,2005-06-10,120,5,320,487287646,6,6,87,1620,1403,330,396
2367,1204,0.73,2007-06-01,120,5,628,48443734,7,6,335,351,1776,197,227
2370,1205,0.77,2013-09-26,141,5,75,3567573,7,9,345,39,294,366,530
2374,1206,0.71,1993-11-24,125,5,759,441286195,6,11,302,1043,663,918,259
2376,1207,0.71,2022-07-15,115,5,1365,31182637,5,7,302,456,1077,238,806
2377,1208,0.74,2013-05-10,130,5,2188,32613173,6,5,224,621,384,104,578
2378,1209,0.77,1998-06-19,87,5,2110,304320254,1,6,5,762,1242,1174,143
2379,1210,0.79,2001-10-19,147,5,763,20289986,7,10,335,779,2067,68,348
2380,1211,0.75,2006-01-06,164,5,832,130982407,7,1,107,2130,1623,1805,71
2384,1212,0.65,2017-11-10,114,5,2260,352794081,6,11,335,335,914,871,743
2388,1213,0.63,1997-06-20,105,5,2284,299288605,6,6,282,266,1286,852,945
2390,1214,0.76,1992-03-13,120,5,2132,64088552,7,3,279,164,1956,896,695
2392,1215,0.77,1964-12-25,170,5,1353,72684726,1,12,362,941,1955,1326,468
2394,1216,0.69,1991-11-27,102,5,2196,59492553,5,11,299,427,717,1671,514
2401,1217,0.81,1990-07-13,86,13,2330,30318580,1,7,243,2309,221,791,510
2403,1218,0.9,2024-11-07,89,5,1509,5200000,7,11,292,663,875,2105,843
2404,1219,0.73,2009-06-26,109,5,999,95714875,6,6,364,1695,410,1701,918
2411,1220,0.63,1988-10-21,104,5,2098,12793213,7,10,282,494,259,346,394
2412,1221,0.79,2003-10-15,138,5,2043,156595191,7,10,335,1173,1767,1274,291
2420,1222,0.59,2006-06-16,92,5,1083,99255460,5,6,323,2352,360,398,561
2425,1223,0.63,2023-11-22,158,5,933,221394838,7,11,63,158,2097,247,1033
2426,1224,0.7,2004-08-27,96,5,335,46140172,5,8,325,228,361,1978,561
2434,1225,0.74,1978-07-28,109,5,1046,141607219,7,7,325,169,216,1005,649
2435,1226,0.75,1989-12-01,97,5,1903,74540604,6,12,324,1756,499,2069,588
2436,1227,0.62,1985-07-26,95,5,1904,49364621,6,7,207,1758,497,254,534
2437,1228,0.69,2004-11-19,131,5,311,347512530,5,11,1,838,432,1134,684
2438,1229,0.53,2012-11-23,105,5,656,14433981,4,11,324,1955,2116,165,372
2440,1230,0.72,1994-08-26,119,5,2183,50287182,7,8,239,1554,1170,1230,937
2442,1231,0.64,2014-03-14,132,5,1298,203277636,6,3,1,1753,142,1800,1108
2446,1232,0.81,1976-11-27,121,5,587,23701317,7,11,302,2150,1048,201,21
2447,1233,0.65,2008-03-14,113,5,242,41627431,6,3,110,1170,1861,706,582
2448,1234,0.6,1999-04-09,107,5,418,84565230,6,4,282,2028,337,1962,1009
2450,1235,0.55,2024-09-20,101,5,205,16573225,7,9,375,2252,645,2001,452
2451,1236,0.71,2010-10-15,103,5,1985,9918232,7,10,338,327,2164,1707,818
2452,1237,0.61,1983-10-07,134,5,1543,55433185,5,10,1,1157,682,740,520
2457,1238,0.62,2009-10-16,103,5,1217,9961023,7,10,282,1198,240,1123,424
2460,1239,0.62,2007-04-27,96,22,37,77621983,6,4,79,829,110,411,774
2464,1240,0.47,2024-01-05,98,5,201,54768317,6,1,375,1556,1792,593,232
2465,1241,0.65,2006-12-22,108,5,413,574482479,5,12,200,1296,1239,952,17
2467,1242,0.78,2014-10-31,117,5,433,47425835,7,10,335,2382,1974,1400,315
2468,1243,0.7,2021-12-17,150,5,263,39629195,7,12,335,1644,193,636,494
2473,1244,0.63,2009-11-25,99,5,719,61601280,7,11,80,952,866,1212,547
2476,1245,0.82,2007-11-21,122,5,2200,171632777,7,11,210,1437,457,495,418
2477,1246,0.61,1994-04-29,118,5,537,15339030,7,4,106,961,1204,1578,825
2478,1247,0.64,2023-06-23,103,5,1696,87256407,7,6,265,96,128,1861,465
2481,1248,0.62,2011-01-21,108,5,301,149228077,7,1,265,790,24,455,524
2482,1249,0.73,2021-10-08,163,5,1539,774153007,6,10,1,1906,986,188,239
2483,1250,0.71,1987-08-14,114,5,133,35509515,7,8,105,354,674,358,1069
2484,1251,0.58,2014-03-28,138,5,1677,359200044,6,3,63,1067,2014,395,331
2485,1252,0.74,2021-03-26,92,5,174,57510518,7,3,107,1616,2135,1390,518
2487,1253,0.74,2016-12-09,116,5,624,30311857,7,12,335,2390,1594,1936,123
2490,1254,0.73,2021-02-19,107,5,639,39458207,7,2,224,2159,1850,642,255
2491,1255,0.69,2014-02-28,106,5,903,222809600,6,2,80,462,536,698,567
2492,1256,0.68,2022-07-22,130,5,2005,171235592,7,7,374,1922,589,1078,698
2493,1257,0.42,2007-02-09,102,5,377,159814490,6,2,265,2066,2175,1812,224
