,Movie_Name,Ratings,Release_Date,Duration,Original_Language,Description,Box Office,Certificate (MPAA),Month,Category_Encoded,Film_Actor_Encoded,Writer_Encoded,Companies_Encoded,Directors_Encoded
3730,1899,0.66,2014-05-18,122,5,2100,3819421,7,5,224,1440,1612,1849,138
3731,1900,0.56,2002-12-13,104,5,923,54639553,6,12,313,993,1588,832,122
3732,1901,0.64,1990-10-26,130,5,2192,1293976,7,10,332,2015,1839,358,378
3733,1902,0.75,2003-02-14,110,5,2033,108846217,6,2,338,683,902,391,42
3734,1903,0.55,2008-08-22,97,5,753,70439696,6,8,325,455,647,1597,443
3735,1904,0.68,2018-10-17,152,5,1458,3081913,7,10,358,605,713,1364,766
3736,1905,0.44,2010-04-28,92,5,350,325113,7,4,378,2009,1606,665,133
3739,1906,0.7,1996-06-21,91,5,156,325338851,1,6,252,1959,1522,1173,459
3740,1907,0.72,2012-03-23,142,5,1590,695220619,6,3,0,100,115,103,457
3741,1908,0.75,2013-11-22,146,5,1588,865011746,6,11,0,99,1396,1537,432
3742,1909,0.66,2014-11-21,123,5,1589,759159711,6,11,0,101,1123,102,432
3743,1910,0.66,2015-11-20,137,5,1591,661456867,6,11,0,101,1123,100,432
3744,1911,0.67,2023-11-17,157,5,1138,348900019,6,11,47,947,922,101,432
3745,1912,0.66,2020-03-13,90,5,2120,10550350,7,3,100,1509,1008,1397,304
3746,1913,0.75,1990-03-02,135,5,1407,200512643,5,3,1,1168,1589,382,660
3747,1914,0.61,2016-04-22,114,5,1225,164989338,6,4,55,1773,56,1010,245
3748,1915,0.75,2009-07-31,131,5,1202,49259766,7,7,335,112,807,1128,732
3753,1916,0.75,2006-09-01,110,5,1512,87892388,6,9,342,2074,988,1427,908
3754,1917,0.8,2014-12-25,114,5,1190,233555708,6,12,335,1312,176,1379,898
3755,1918,0.75,2013-01-04,114,5,2030,198087212,6,1,210,785,1368,168,526
3757,1919,0.66,2008-06-13,112,5,1104,264770996,6,6,3,2075,1729,990,790
3758,1920,0.8,2004-11-05,115,5,2351,631688498,5,11,26,1869,1739,1152,207
3759,1921,0.7,2016-07-13,127,5,55,21011110,7,7,335,1682,26,2007,208
3761,1922,0.78,1999-11-05,157,5,477,60289912,7,11,335,1074,801,830,864
3763,1923,0.71,2015-09-25,121,5,1817,194764672,6,9,302,1003,979,1330,904
3764,1924,0.65,2014-12-24,112,5,1146,11782625,7,12,45,5,1987,1544,421
3765,1925,0.85,2011-11-02,112,7,809,426590315,7,11,302,2167,1041,539,941
3766,1926,0.59,2007-08-17,99,5,1018,40170558,6,8,240,847,2049,1277,936
3767,1927,0.8,2017-01-06,106,23,687,31191910,10,1,335,542,1043,599,942
3768,1928,0.71,2020-02-28,124,5,2212,144492724,7,2,357,2086,738,1066,778
3770,1929,0.53,2022-08-26,105,5,1231,38036130,6,8,375,796,1605,621,591
3771,1930,0.78,2019-11-27,209,5,953,968853,7,11,107,1009,1499,865,828
3772,1931,0.76,2023-12-22,132,5,2054,45204449,7,12,340,1560,1358,1491,1111
3773,1932,0.81,1999-08-06,86,5,686,23337631,5,8,4,2080,1567,1292,207
3775,1933,0.68,2005-07-22,136,5,1386,162949164,6,7,79,1144,1815,1808,849
3776,1934,0.7,2003-05-30,111,5,791,176070171,6,5,87,2017,1636,463,422
3777,1935,0.64,1997-11-14,124,5,956,159330280,7,11,107,1670,677,1002,850
3780,1936,0.74,2014-10-10,141,5,1085,84419388,7,10,335,1017,1014,1295,335
3782,1937,0.73,2016-04-15,106,5,780,967724775,5,4,20,799,639,1183,680
3783,1938,0.57,1996-02-02,118,5,323,22754725,7,2,335,1964,138,1674,218
3784,1939,0.73,1984-06-22,126,5,1753,91133062,5,6,116,959,1255,1635,640
3787,1940,0.57,1983-12-16,96,5,1666,4219430,7,12,351,1150,58,546,864
3788,1941,0.57,2024-08-23,126,5,919,318618,7,8,80,795,540,1406,677
3792,1942,0.73,2019-11-01,140,5,2385,126931,7,11,338,1388,2076,255,351
3793,1943,0.78,1982-12-18,109,5,1784,2537298,5,12,279,1000,1074,1835,828
3795,1944,0.63,2021-12-22,131,5,1491,125897478,7,12,1,958,867,1878,837
3796,1945,0.8,2010-12-25,118,5,2024,472088310,7,12,365,1862,2098,775,128
3802,1946,0.6,1988-10-21,93,5,2288,1189315,7,10,319,2301,673,1334,742
3803,1947,0.4,2010-07-01,103,5,741,319713881,5,7,74,854,787,399,797
3804,1948,0.7,1991-12-13,105,5,451,59509925,7,12,87,1676,1383,2005,146
3807,1949,0.68,1985-03-22,109,5,1405,25755277,6,3,90,1288,771,1726,874
3808,1950,0.73,2021-10-15,152,5,1908,30552111,7,10,107,591,1020,1886,1033
3809,1951,0.65,2009-03-13,113,5,818,45995223,7,3,375,2180,719,587,379
3813,1952,0.8,1971-10-22,118,5,1366,29146255,7,10,338,1338,712,1607,977
3814,1953,0.78,2003-12-05,154,5,1382,454627263,7,12,118,1364,519,1260,406
3817,1954,0.63,2013-01-18,107,5,1974,48330757,7,1,1,818,412,1443,753
3819,1955,0.61,2023-08-11,118,5,138,21786275,7,8,369,1867,1748,1795,655
3820,1956,0.72,1973-06-14,120,5,662,535,5,6,279,979,1461,1326,512
3822,1957,0.76,1992-09-25,112,5,2080,75506530,7,9,49,1915,319,242,864
3826,1958,0.58,2003-07-11,110,5,1453,179265204,6,7,68,1162,1993,116,50
3829,1959,0.62,2016-07-01,110,5,1868,357243061,6,7,56,2024,971,1276,363
3831,1960,0.73,2017-02-10,104,5,122,312336671,5,2,17,1515,1371,130,261
3832,1961,0.77,2014-02-07,100,5,976,470759687,5,2,4,1792,1147,1276,997
3835,1962,0.74,2019-11-01,109,5,2161,18125187,7,11,349,1031,1244,555,1047
3836,1963,0.73,2011-03-18,118,5,1156,86752352,7,3,335,616,534,78,208
3837,1964,0.85,1994-06-24,88,5,1612,981708285,1,6,164,606,262,1173,1068
3841,1965,0.72,2023-05-26,135,5,717,569626289,5,5,229,2250,2068,1143,1040
3842,1966,0.63,1994-08-05,82,5,864,67308282,5,8,321,1450,1104,976,968
3843,1967,0.63,2021-01-29,128,5,1594,30842746,7,1,335,1983,517,2028,656
3844,1968,0.84,2007-03-30,137,8,1377,77672685,7,3,107,1458,69,1338,428
3845,1969,0.67,1987-07-31,130,5,1544,51220890,5,7,1,1339,1214,1845,642
3846,1970,0.71,2015-10-16,119,5,1422,17581104,7,10,275,1856,1717,1895,195
3848,1971,0.68,1996-10-11,121,5,1311,89456761,7,10,91,2187,1384,313,1017
3850,1972,0.7,2015-04-10,123,5,1838,62944815,6,4,181,1148,1003,1956,477
3851,1973,0.64,2005-05-27,113,5,1743,191466556,6,5,278,640,2072,457,989
3852,1974,0.64,2012-03-02,86,5,10,349305397,5,3,138,1563,2156,1099,266
3853,1975,0.62,1978-11-15,132,5,1898,30477175,5,11,170,1824,1858,1870,1011
3854,1976,0.89,2001-12-19,178,5,371,888195122,6,12,218,2084,287,295,985
3855,1977,0.9,2003-12-17,201,5,1303,1138267537,6,12,218,2082,287,296,985
3857,1978,0.88,2002-12-18,179,5,2335,938242927,6,12,218,2085,288,296,985
3859,1979,0.72,1987-07-31,97,5,2269,32521337,7,7,319,55,346,1326,625
3861,1980,0.61,2022-03-25,112,5,471,192907684,6,3,31,1126,1042,409,1
3864,1981,0.66,1997-05-22,129,5,480,618638999,6,5,3,86,901,1109,71
3867,1982,0.66,2010-01-15,135,5,1117,93621340,6,1,344,945,72,1815,985
3869,1983,0.76,2004-12-03,101,5,959,8203235,7,12,335,1803,1339,1902,205
3874,1984,0.69,2016-09-23,132,5,1815,162360695,6,9,63,1992,1847,194,860
3875,1985,0.79,1941-10-18,100,5,1789,39387,0,10,239,2334,501,1326,646
3876,1986,0.79,2018-02-13,104,5,1348,5700000,5,2,364,1547,1507,373,63
3878,1987,0.72,2015-08-14,116,5,1490,110045109,6,8,45,2292,202,1242,499
3880,1988,0.65,1998-03-13,132,5,1939,182968902,6,3,63,431,83,973,1014
3882,1989,0.67,1974-12-20,125,5,1547,20972986,5,12,1,1054,1216,1845,498
3883,1990,0.66,2004-07-30,129,5,1497,96105910,7,7,333,1976,1200,420,689
3885,1991,0.63,2021-10-01,120,5,2374,13037403,7,10,335,1932,2033,1506,326
3887,1992,0.8,2015-10-02,144,5,921,630621406,6,10,212,589,2159,909,1033
3889,1993,0.55,2023-11-10,105,5,1112,206136825,6,11,75,1658,996,161,915
3891,1994,0.7,1994-07-29,101,5,1060,351583407,6,7,95,138,907,323,287
3892,1995,0.68,1998-07-17,136,5,725,250288523,6,7,27,657,545,862,825
3894,1996,0.71,2012-09-21,138,5,40,28288071,7,9,365,155,1094,781,963
3895,1997,0.87,1999-03-31,136,5,2240,467841735,7,3,81,311,754,1289,762
3896,1998,0.72,2003-05-15,138,5,1296,741847937,7,5,81,310,751,1274,762
3897,1999,0.56,2021-12-22,148,5,1761,157386805,7,12,81,317,709,1281,763
3898,2000,0.68,2014-09-19,113,5,2075,348319861,6,9,240,2052,1028,948,174
3900,2001,0.65,2011-01-28,93,5,929,76130093,7,1,80,66,1222,1433,26
3901,2002,0.57,2018-08-10,113,5,281,529338515,6,8,126,67,2114,1731,684
3904,2003,0.72,2022-11-18,107,5,691,79628200,7,11,315,955,1375,2076,815
3910,2004,0.66,1992-10-02,104,5,501,50754850,5,10,300,2108,1480,1167,45
3912,2005,0.68,2024-04-19,122,5,1888,29715044,7,4,94,2294,1091,1378,499
3914,2006,0.74,1986-10-31,125,5,1216,17503446,5,10,224,999,1241,1313,1076
3915,2007,0.71,2007-11-21,126,5,591,57470220,7,11,126,1321,87,1752,437
3917,2008,0.58,2013-08-21,130,5,2299,95396573,6,8,69,477,419,629,504
3920,2009,0.64,2017-10-06,112,5,1853,62832209,6,10,210,305,1881,1511,503
3921,2010,0.7,2018-12-14,116,5,421,174804407,7,12,210,1844,1013,1321,291
3922,2011,0.71,1999-05-07,124,5,1049,417643286,6,5,75,1647,1459,2072,51
3923,2012,0.64,2001-05-04,130,5,1991,443284916,6,5,66,1648,1460,2071,51
3925,2013,0.78,1992-12-11,85,5,1795,33274029,1,12,289,699,1828,1140,220
3928,2014,0.76,1988-12-02,85,5,1514,78756177,6,12,262,457,417,492,364
3929,2015,0.77,1986-09-24,130,5,968,7153487,7,9,335,1166,1639,1685,571
3931,2016,0.68,2006-12-01,101,5,182,46432264,5,12,216,328,959,287,241
3934,2017,0.61,2016-06-24,117,5,916,3073700,7,6,375,2096,1019,676,920
3935,2018,0.73,1984-07-20,102,5,603,20288595,5,7,217,853,1712,1684,186
3937,2019,0.53,2020-08-28,94,5,1252,49169594,6,8,126,527,599,1879,704
3938,2020,0.67,2006-01-20,135,5,2037,49334775,6,1,338,1855,1536,290,87
3941,2021,0.73,2010-11-19,133,5,367,67448651,6,11,105,1080,1081,107,959
3942,2022,0.74,2016-05-20,116,5,1370,71261763,7,5,87,1071,1382,1249,14
3944,2023,0.64,2015-11-20,101,5,1688,52395996,7,11,312,239,582,1659,694
3948,2024,0.8,1955-07-27,92,5,504,4690,0,7,335,1028,2110,504,250
3949,2025,0.73,2019-08-29,136,5,1803,988687,7,8,210,1665,401,1476,584
3950,2026,0.79,1993-10-29,76,5,1532,107798859,5,10,254,1935,1560,1166,511
3951,2027,0.67,2000-03-10,133,5,153,58401898,7,3,241,221,998,501,1077
3953,2028,0.7,2022-04-22,137,5,679,69633110,7,4,60,2023,1410,1928,1047
3954,2029,0.78,2004-06-25,123,5,927,118537193,6,6,338,2189,409,314,918
3955,2030,0.53,2018-09-07,96,5,448,366082797,7,9,375,1965,108,591,300
3956,2031,0.56,2023-09-08,110,5,5,269667073,7,9,375,1289,249,281,851
3957,2032,0.59,1993-11-24,92,5,1686,2119994,1,11,372,1938,1506,41,412
3958,2033,0.56,2018-11-02,99,5,696,173961069,5,11,232,518,1022,1163,767
3962,2034,0.66,2012-08-15,105,5,102,56012642,5,8,291,92,1129,237,983
3972,2035,0.67,2008-02-29,115,5,2175,78201830,6,2,338,791,1132,1652,723
3973,2036,0.67,2010-08-06,107,5,2167,170458922,6,8,87,1521,1439,1653,1112
3974,2037,0.6,2014-04-25,109,5,804,196710396,6,4,265,1692,879,873,918
3976,2038,0.76,2001-08-10,104,5,1363,210002906,6,8,358,846,2128,1699,356
3981,2039,0.68,2020-07-03,123,5,529,2327336,7,7,118,1149,1090,206,1063
3982,2040,0.82,2024-11-05,118,5,1778,865900,7,11,365,856,1033,345,932
3984,2041,0.7,1983-03-25,91,5,1443,25839182,5,3,335,1685,650,1366,431
3989,2042,0.72,2004-02-25,127,2,1157,612060372,7,2,365,143,1297,2087,845
3990,2043,0.72,2000-06-28,165,5,1724,215294342,7,6,118,676,1258,1629,1075
3991,2044,0.76,2019-08-23,97,5,2392,23712097,6,8,191,1575,1638,355,154
3995,2045,0.65,2000-06-30,130,5,994,328718434,6,6,48,2202,1364,1270,186
3997,2046,0.79,2012-10-12,103,5,1119,33384127,6,10,365,488,1436,709,40
3998,2047,0.72,2005-01-21,143,5,724,154674241,6,1,327,2221,123,1231,625
3999,2048,0.85,2003-03-28,150,5,1186,120098945,7,3,330,1473,1294,541,1077
4000,2049,0.75,1994-02-11,121,5,1495,40185556,7,2,329,2311,351,1516,557
4002,2050,0.75,2001-08-31,131,7,711,6766708,7,8,330,2349,915,1332,859
4004,2051,0.7,1964-03-18,115,5,1930,10878166,0,3,260,1952,870,233,130
4007,2052,0.73,2013-04-19,140,5,560,47162802,7,4,335,1082,2131,657,381
4011,2053,0.66,2004-11-10,100,5,1687,318432432,1,11,153,1413,1880,1471,1060
4012,2054,0.61,2023-04-14,103,5,1379,76987621,7,4,375,1077,934,630,721
4013,2055,0.72,2018-01-12,116,5,131,193764664,6,1,335,686,761,934,71
4014,2056,0.61,1997-12-25,177,5,405,17626234,7,12,50,350,2031,1266,747
4016,2057,0.68,2021-12-01,126,5,1118,271009,7,12,224,1313,350,341,557
4019,2058,0.57,1996-12-13,123,5,911,48102795,5,12,290,1989,1256,818,969
4020,2059,0.53,2018-09-14,107,5,2285,160542134,7,9,0,1617,93,931,14
4021,2060,0.85,2006-10-20,130,5,1766,109676311,6,10,343,1817,586,822,284
4024,2061,0.72,1998-12-18,99,5,1215,218613188,5,12,164,1463,1152,1814,213
4025,2062,0.8,1987-10-09,98,5,63,30964149,5,10,41,1702,1686,1819,1042
4026,2063,0.64,2001-08-03,115,5,1642,165335153,1,8,321,270,872,1178,450
4028,2064,0.72,2009-12-11,97,5,616,267056816,1,12,146,398,1287,1176,1079
4029,2065,0.72,2019-05-10,124,5,1746,5098627,4,5,365,669,1581,1127,423
4030,2066,0.77,2023-10-05,127,4,2021,2246680,7,10,118,523,1023,1361,922
4031,2067,0.68,2009-06-19,108,5,2225,317375435,6,6,282,1123,1117,804,783
4032,2068,0.64,2004-04-16,124,5,988,54700105,7,4,107,1320,576,79,691
4033,2069,0.57,2013-06-07,85,5,625,89328627,7,6,374,2135,315,1012,539
4034,2070,0.8,2006-12-15,117,5,557,307127625,6,12,365,1535,1468,1592,446
4037,2071,0.65,1995-02-10,108,5,220,18636537,7,2,46,1192,1405,840,1095
4039,2072,0.76,2012-04-13,101,11,49,9146852,7,4,80,2344,103,534,449
4042,2073,0.72,1997-11-21,135,5,415,45916769,6,11,335,599,486,1687,431
4044,2074,0.76,2009-01-30,124,5,1740,108902486,7,1,332,302,2045,773,42
4048,2075,0.69,1994-03-11,97,5,95,11439193,7,3,279,1967,802,828,83
4051,2076,0.66,2000-08-11,118,5,1191,50054511,6,8,267,320,1645,372,513
4056,2077,0.8,2016-01-08,156,5,241,532950503,7,1,63,442,824,327,366
4061,2078,0.71,2002-10-18,115,5,322,249348933,6,10,375,781,10,1791,487
4063,2079,0.72,2009-11-25,111,5,1418,27639579,7,11,210,1478,452,1736,644
4064,2080,0.76,1982-05-21,96,5,1502,23670853,7,5,47,672,1539,26,471
4066,2081,0.74,1996-06-07,136,5,376,335062621,7,6,1,1158,2107,2063,849
4067,2082,0.66,1991-06-21,108,5,721,46704906,5,6,71,1599,2023,1165,615
4069,2083,0.74,1975-12-18,100,5,414,115791236,7,12,314,1334,1219,888,601
4072,2084,0.36,2003-06-27,99,5,1409,5192430,7,6,365,1441,1616,1346,141
4074,2085,0.76,2002-01-04,110,5,1951,71442210,7,1,302,2196,1666,796,173
4076,2086,0.66,1987-11-13,101,5,1420,38123906,7,11,79,809,1449,738,961
4081,2087,0.78,1993-04-07,101,5,1505,34348443,5,4,300,1389,2077,869,352
4083,2088,0.66,1994-11-11,97,5,2254,190539357,5,11,291,1330,744,1187,663
4084,2089,0.57,2002-11-01,104,5,1792,172855065,1,11,312,1333,2147,1148,863
4085,2090,0.48,2006-11-03,92,5,1791,110768122,1,11,200,1331,2168,1177,863
4089,2091,0.55,2002-04-19,92,5,161,180630907,6,4,75,2041,1458,1097,287
4090,2092,0.73,1993-08-13,101,5,739,31181347,1,8,353,299,78,1200,277
4091,2093,0.65,2016-07-08,86,5,1999,875698161,5,7,161,495,1923,1098,268
4092,2094,0.73,2013-12-25,114,5,2294,188133322,5,12,182,1291,1467,908,1092
4095,2095,0.82,2010-05-21,129,23,485,35079650,7,5,332,978,2,794,715
4099,2096,0.81,1958-10-13,96,24,325,311212,4,10,354,649,256,735,519
4102,2097,0.63,2016-06-24,86,5,373,119100758,6,6,358,1613,755,1616,567
4104,2098,0.73,2017-12-22,123,5,1047,195243464,7,12,345,1102,196,1763,494
4105,2099,0.93,1994-10-14,142,5,61,29332133,7,10,365,1335,1443,1475,437
4107,2100,0.84,1980-06-13,146,5,197,47959450,7,6,361,2365,1447,1314,38
4110,2101,0.86,1991-02-14,118,5,673,272742922,7,2,335,161,1549,689,689
4115,2102,0.69,2018-10-19,122,5,1219,13143056,7,10,224,172,300,1336,531
4117,2103,0.82,1999-08-06,107,5,101,672806432,6,8,335,1678,787,2057,797
4118,2104,0.76,2011-09-02,120,23,83,33716389,7,9,335,662,1102,1391,967
4120,2105,0.52,2017-10-20,119,5,1162,43155261,7,10,335,717,439,986,136
4121,2106,0.78,2010-10-01,120,5,1015,224927749,6,10,365,118,64,1594,339
4123,2107,0.65,2023-01-20,123,5,1731,3617681,6,1,365,1466,70,645,430
4127,2108,0.81,1965-04-01,172,5,720,159484051,1,4,362,271,135,581,1059
4129,2109,0.65,2008-02-14,96,5,2195,164170327,5,2,58,2170,648,397,822
4132,2110,0.7,1977-08-03,125,5,1541,46876386,5,8,1,1051,1917,1845,782
4135,2111,0.63,2017-11-17,86,5,526,63581694,5,11,153,1269,1809,1856,111
4137,2112,0.76,2003-12-05,89,5,2300,8701337,7,12,302,916,1600,648,129
4139,2113,0.83,1973-12-25,129,5,2155,156000000,5,12,279,899,2094,1358,476
4143,2114,0.61,2008-05-30,86,5,1553,82410456,7,5,375,1153,1788,586,229
4144,2115,0.46,2024-05-17,91,5,842,47980472,7,5,378,520,2005,1875,1017
4145,2116,0.74,2024-09-20,141,5,191,56448260,7,9,295,1960,1938,1352,299
4146,2117,0.72,2021-08-05,132,5,1862,168717425,7,8,32,538,325,1299,542
4150,2118,0.7,2023-04-05,92,5,436,1360847665,5,4,153,1789,863,1003,0
4152,2119,0.6,2014-10-21,90,5,928,407782,7,10,375,129,1715,866,202
4153,2120,0.74,1999-12-25,139,5,1459,138031432,7,12,335,604,1062,214,839
4157,2121,0.79,1956-10-05,220,5,1657,65500755,1,10,223,1747,2150,246,244
4158,2122,0.74,2004-06-18,128,5,882,219100084,6,6,282,1412,453,1818,71
4160,2123,0.81,1984-10-26,107,5,143,78371200,7,10,3,807,307,1520,538
4162,2124,0.74,1974-10-11,83,5,1245,30920518,7,10,378,539,689,1129,115
4163,2125,0.62,2003-10-17,98,5,823,107364583,7,10,378,123,690,312,804
4164,2126,0.77,2014-11-26,123,5,1848,123726688,6,11,338,2071,762,1353,546
4166,2127,0.76,1999-01-15,170,5,745,98126565,7,1,365,144,327,1967,87
4167,2128,0.82,1982-06-25,109,5,479,20630135,7,6,357,406,1510,1043,633
4170,2129,0.57,2011-10-21,110,5,2065,132274484,6,10,64,487,7,726,965
4171,2130,0.67,2023-04-05,121,7,1140,32407471,4,4,63,2166,868,1500,823
4172,2131,0.6,2002-03-08,96,5,1339,123729176,6,3,68,2242,205,1305,25
4173,2132,0.71,2009-08-14,107,5,1332,101344412,6,8,286,2129,1785,271,1055
4174,2133,0.66,2021-07-02,138,5,200,14400000,6,7,47,1793,1721,667,261
4177,2134,0.75,2010-09-17,125,5,454,154026136,7,9,335,1229,1122,1215,1074
4180,2135,0.68,2002-10-11,92,5,1292,43928932,6,10,80,65,778,1853,789
4181,2136,0.68,2011-05-17,139,5,2029,58386787,6,5,354,1627,1536,1688,87
4183,2137,0.82,1998-06-05,103,5,965,264118712,5,6,302,140,460,421,991
4186,2138,0.49,2011-11-18,117,5,1913,712205856,6,11,213,392,882,713,96
4187,2139,0.56,2012-11-16,115,5,837,848593948,6,11,214,389,1464,717,96
4188,2140,0.51,2010-06-30,124,5,1024,698513085,6,6,53,390,882,716,359
4189,2141,0.48,2009-11-20,130,5,749,711048123,6,11,214,391,882,743,272
4193,2142,0.7,2022-04-22,107,5,1659,29116320,7,4,87,833,1595,1429,125
4199,2143,0.78,1987-06-03,119,5,1185,76272360,7,6,107,347,2069,492,215
4200,2144,0.85,1995-08-16,106,5,2010,23341568,7,8,107,365,1911,516,230
4205,2145,0.66,2004-07-30,108,5,508,256697520,6,7,335,1205,787,824,797
4206,2146,0.72,2000-05-19,97,5,277,10411722,7,5,338,373,397,40,28
4208,2147,0.63,2015-09-11,94,5,2174,98450062,6,9,315,860,787,1386,797
4211,2148,0.74,2016-06-03,156,15,1837,49851770,10,6,361,275,974,1824,899
4218,2149,0.75,1979-02-09,93,5,554,22495288,7,2,80,696,1416,492,166
4221,2150,0.32,2024-06-28,102,5,1919,19100000,6,6,375,2350,268,322,523
4222,2151,0.62,1998-11-06,90,5,621,185991646,6,11,267,633,1565,806,436
4223,2152,0.73,2011-01-21,133,5,1823,24172201,6,1,224,149,1141,1862,991
4225,2153,0.69,1998-02-13,97,5,1769,123307685,6,2,258,645,1566,17,436
4227,2154,0.76,2022-12-21,117,5,472,57615635,7,12,365,1649,1326,1486,331
4231,2155,0.75,1974-08-07,88,5,461,528514,7,8,375,2077,797,1409,1062
4232,2156,0.83,2024-09-27,102,5,776,323146850,5,9,135,510,1875,1728,269
4237,2157,0.7,2016-02-19,92,5,972,40423945,7,2,349,710,1245,500,1047
4240,2158,0.56,1978-10-24,134,5,897,21049647,1,10,230,2006,705,1001,21
4241,2159,0.81,1939-08-25,102,5,2382,25637669,1,8,230,262,1029,201,157
4242,2160,0.62,2020-10-09,85,5,1880,266963,7,10,315,146,428,356,595
4243,2161,0.82,2013-12-25,180,5,1071,407039432,7,12,279,432,1535,551,828
4244,2162,0.67,2013-07-26,126,5,2375,414828246,6,7,81,2329,812,884,545
4245,2163,0.69,2022-09-16,135,5,312,97562514,6,9,118,1500,1990,856,482
4249,2164,0.64,1999-11-19,128,5,1550,361832400,6,11,1,933,985,1713,847
4250,2165,0.69,2013-08-23,109,5,1249,46091479,7,8,88,1210,1408,1090,404
4251,2166,0.77,2021-10-13,128,18,1932,12687507,7,10,282,974,49,360,605
4252,2167,0.79,2009-01-30,109,5,190,44734660,7,1,340,742,1263,1339,331
4256,2168,0.74,2024-02-20,105,8,1055,52798026,6,2,365,1820,570,1492,690
4257,2169,0.98,2024-07-19,97,5,1516,9000000,6,7,104,253,608,1367,709
4258,2170,0.76,1991-05-24,130,5,2137,45472705,7,5,210,1274,1798,503,1033
4261,2171,0.82,2008-01-25,158,5,552,76186873,7,1,365,1917,1093,496,963
4262,2172,0.71,1998-07-15,119,5,355,369884651,7,7,265,1693,2169,953,203
4264,2173,0.72,1988-11-04,94,5,2069,13450603,7,11,126,1048,1184,2002,633
4265,2174,0.56,2001-10-26,91,5,2213,68467960,7,10,371,1447,1237,1297,55
4267,2175,0.68,2003-09-19,100,5,594,10128960,7,9,365,2140,1816,1976,241
4269,2176,0.64,2007-11-21,117,5,26,49778552,6,11,299,972,1161,1867,1006
4270,2177,0.62,2012-12-21,134,5,1727,88215156,7,12,282,902,618,169,717
4272,2178,0.77,2007-04-27,101,5,685,8481254,4,4,335,1323,1385,1329,15
4273,2179,0.79,1984-03-02,82,5,1843,4738481,7,3,268,992,1899,678,1042
4275,2180,0.66,2014-09-19,103,5,843,41296320,7,9,302,44,588,2000,17
4276,2181,0.66,2013-06-12,107,5,1826,126041322,7,6,313,2,1378,1584,421
4277,2182,0.7,2011-05-06,115,5,1998,449326618,6,5,124,1774,1027,386,743
4278,2183,0.62,2022-07-08,118,5,2076,760928081,6,7,30,1777,1524,161,76
4279,2184,0.79,2017-11-03,130,5,1346,855301806,6,11,38,1779,36,161,76
4280,2185,0.67,2013-11-08,112,5,2314,644783140,6,11,82,1776,1902,161,326
4284,2186,0.65,1986-12-12,104,5,2081,39246734,5,12,191,1260,1477,44,649
4285,2187,0.81,2017-12-01,115,5,386,162729321,7,12,279,2158,837,1395,826
4286,2188,0.61,1987-11-25,102,5,1529,167780960,5,11,301,1436,1936,808,781
4288,2189,0.67,2022-08-26,108,5,340,20282422,7,8,346,1328,152,24,471
4295,2190,0.69,1965-12-22,130,5,1540,63607066,0,12,1,1167,1213,1845,86
4296,2191,0.61,2022-10-21,104,5,171,168770985,6,10,265,2204,1035,1049,935
4299,2192,0.95,2014-01-01,75,5,1958,6100000,5,1,246,2299,928,813,511
4301,2193,0.69,1981-11-06,110,5,683,42368025,5,11,192,1161,931,2044,90
4305,2194,0.7,2012-01-06,127,5,1482,81515369,7,1,107,2185,542,697,136
4309,2195,0.65,2021-10-01,108,7,1254,4982335,7,10,357,1498,625,23,718
4310,2196,0.79,1997-12-19,194,5,511,2264750694,6,12,211,434,314,895,538
4315,2197,0.68,1995-10-06,106,5,62,21286518,7,10,279,843,617,1547,497
4317,2198,0.83,1963-03-16,129,5,632,599934,0,3,335,2237,217,363,1051
4323,2199,0.63,2018-03-16,119,5,1599,274950803,6,3,66,2163,131,1220,1035
4325,2200,0.78,1993-12-25,130,5,565,56505065,7,12,224,405,681,2062,473
4326,2201,0.71,1995-03-31,97,5,812,32679899,6,3,207,1772,1736,1413,989
4328,2202,0.65,1997-12-19,119,5,1548,333011068,6,12,1,931,1777,1842,1072
4330,2203,0.64,2015-05-22,130,5,1096,209035668,5,5,71,2210,1963,1180,207
4331,2204,0.74,1982-12-17,116,5,1646,177200271,5,12,282,2030,2146,1569,74
4334,2205,0.69,1986-05-16,109,5,1915,357288178,5,5,118,1373,426,468,146
4335,2206,0.82,2022-05-27,130,5,2017,1495696292,6,5,118,1361,427,423,701
4336,2207,0.72,1984-06-22,90,5,880,20458340,5,6,256,1462,424,32,593
4338,2208,0.75,1990-06-01,113,5,2253,261317921,7,6,3,813,1150,1463,964
4342,2209,0.66,1991-04-26,111,5,289,15073942,7,4,107,1155,1696,839,322
4343,2210,0.83,1995-11-22,81,5,134,394436586,1,11,153,1407,513,1152,654
4344,2211,0.79,1999-11-24,92,5,2236,497375381,1,11,153,1404,514,1152,653
4345,2212,0.83,2010-06-18,103,5,2042,1067316101,1,6,153,1405,512,1152,777
4346,2213,0.76,2019-06-21,100,5,2265,1073841394,1,6,153,1406,511,1152,705
4348,2214,0.75,1983-06-08,116,5,535,90404800,7,6,325,2067,1572,453,649
4349,2215,0.76,2001-01-05,147,5,118,207515725,7,1,335,706,1404,753,70
4351,2216,0.76,2016-07-20,118,15,2337,92767524,4,7,115,2231,1053,344,193
4352,2217,0.78,2001-10-05,122,5,490,104876233,7,10,107,1996,2025,1274,860
4353,2218,0.81,1996-08-09,93,5,1756,16981823,7,8,302,2145,263,228,324
